Lemma	Eng Gloss	POS	Level	Word source	Ex. ID	Form 	Analysis	Example Sentence	Translation	Reference	Topic(s)
задание	_	N.Neut.Inan	A1	Golosa, LM	3	заданий	Gen.Plur	_	_	_	_
задача	_	N.Fem.Inan	A1	LM	1	задач	Gen.Plur	_	_	_	_
задача	_	N.Fem.Inan	A1	LM	2	задачи	Gen.Sing	_	_	_	_
задача	_	N.Fem.Inan	A1	LM	3	задача	Nom.Sing	_	_	_	_
заказать	_	V	A1	MiP	1	заказать	Inf	_	_	_	_
заказать	_	V	A1	MiP	2	заказал	Masc.Sing.Past	_	_	_	_
заказать	_	V	A1	MiP	3	заказали	Plur.Past	_	_	_	_
заказывать	_	V	A1	Golosa, MiP, LM	1	заказывали	Plur.Past	_	_	_	_
заказывать	_	V	A1	Golosa, MiP, LM	2	заказывал	Masc.Sing.Past	_	_	_	_
заказывать	_	V	A1	Golosa, MiP, LM	3	заказывать	Inf	_	_	_	_
заканчивать	_	V	A1	Golosa, LM	1	заканчивала	Fem.Sing.Past	_	_	_	_
заканчивать	_	V	A1	Golosa, LM	2	заканчивал	Masc.Sing.Past	_	_	_	_
заканчивать	_	V	A1	Golosa, LM	3	заканчивая	Pres/Fut	_	_	_	_
закон	_	N.Masc.Inan	A1	LM	1	закон	Nom.Sing	_	_	_	_
закон	_	N.Masc.Inan	A1	LM	2	закона	Gen.Sing	_	_	_	_
закон	_	N.Masc.Inan	A1	LM	3	законов	Gen.Plur	_	_	_	_
закрывать	_	V	A1	LM	1	закрывают	Plur.3.Pres/Fut	_	_	_	_
закрывать	_	V	A1	LM	2	закрывать	Inf	_	_	_	_
закрывать	_	V	A1	LM	3	закрывал	Masc.Sing.Past	_	_	_	_
зал	_	N.Masc.Inan	A1	Golosa, MiP, LM	1	зале	Loc.Sing	_	_	_	_
зал	_	N.Masc.Inan	A1	Golosa, MiP, LM	2	зал	Acc.Sing	_	_	_	_
зал	_	N.Masc.Inan	A1	Golosa, MiP, LM	3	зала	Gen.Sing	_	_	_	_
замена	_	N.Fem.Inan	A1	LM	1	замены	Gen.Sing	_	_	_	_
замена	_	N.Fem.Inan	A1	LM	2	замена	Nom.Sing	_	_	_	_
замена	_	N.Fem.Inan	A1	LM	3	замену	Acc.Sing	_	_	_	_
замечательный	_	A	A1	LM	1	замечательный	Nom.Masc.Sing	_	_	_	_
замечательный	_	A	A1	LM	2	замечательная	Nom.Fem.Sing	_	_	_	_
замечательный	_	A	A1	LM	3	замечательных	Gen.Plur	_	_	_	_
замечать	_	V	A1	LM	1	замечает	Sing.3.Pres/Fut	_	_	_	_
замечать	_	V	A1	LM	2	замечал	Masc.Sing.Past	_	_	_	_
замечать	_	V	A1	LM	3	замечать	Inf	_	_	_	_
заниматься	_	V	A1	Golosa, MiP, LM	1	заниматься	Inf	_	_	_	_
заниматься	_	V	A1	Golosa, MiP, LM	2	занимается	Sing.3.Pres/Fut	_	_	_	_
заниматься	_	V	A1	Golosa, MiP, LM	3	занимался	Masc.Sing.Past	_	_	_	_
занятие	_	N.Neut.Inan	A1	Golosa, LM	1	занятия	Nom.Plur	_	_	_	_
занятие	_	N.Neut.Inan	A1	Golosa, LM	2	занятий	Gen.Plur	_	_	_	_
занятие	_	N.Neut.Inan	A1	Golosa, LM	3	занятие	Nom.Sing	_	_	_	_
запад	_	N.Masc.Inan	A1	Golosa, MiP, LM	1	запад	Acc.Sing	_	_	_	_
запад	_	N.Masc.Inan	A1	Golosa, MiP, LM	2	западе	Loc.Sing	_	_	_	_
запад	_	N.Masc.Inan	A1	Golosa, MiP, LM	3	западом	Ins.Sing	_	_	_	_
западный	_	A	A1	LM	1	западных	Gen.Plur	_	_	_	_
западный	_	A	A1	LM	2	западные	Nom.Plur	_	_	_	_
западный	_	A	A1	LM	3	западном	Loc.Masc.Sing	_	_	_	_
заплатить	_	V	A1	MiP, LM	1	заплатить	Inf	_	_	_	_
заплатить	_	V	A1	MiP, LM	2	заплатил	Masc.Sing.Past	_	_	_	_
заплатить	_	V	A1	MiP, LM	3	заплатили	Plur.Past	_	_	_	_
зарабатывать	_	V	A1	MiP, LM	1	зарабатывать	Inf	_	_	_	_
зарабатывать	_	V	A1	MiP, LM	2	зарабатывает	Sing.3.Pres/Fut	_	_	_	_
зарабатывать	_	V	A1	MiP, LM	3	зарабатывают	Plur.3.Pres/Fut	_	_	_	_
заработать	_	V	A1	MiP	1	заработать	Inf	_	_	_	_
заработать	_	V	A1	MiP	2	заработал	Masc.Sing.Past	_	_	_	_
заработать	_	V	A1	MiP	3	заработает	Sing.3.Pres/Fut	_	_	_	_
звать	_	V	A1	Golosa, MiP, LM	1	зовут	Plur.3.Pres/Fut	_	_	_	_
звать	_	V	A1	Golosa, MiP, LM	2	звали	Plur.Past	_	_	_	_
звать	_	V	A1	Golosa, MiP, LM	3	звать	Inf	_	_	_	_
звонок	_	N.Masc.Inan	A1	MiP, LM	1	звонок	Nom.Sing	_	_	_	_
звонок	_	N.Masc.Inan	A1	MiP, LM	2	звонков	Gen.Plur	_	_	_	_
звонок	_	N.Masc.Inan	A1	MiP, LM	3	звонки	Acc.Plur	_	_	_	_
звук	_	N.Masc.Inan	A1	Golosa, LM	1	звуков	Gen.Plur	_	_	_	_
звук	_	N.Masc.Inan	A1	Golosa, LM	2	звука	Gen.Sing	_	_	_	_
звук	_	N.Masc.Inan	A1	Golosa, LM	3	звук	Nom.Sing	_	_	_	_
земля	_	N.Fem.Inan	A1	LM	1	землю	Acc.Sing	_	_	_	_
земля	_	N.Fem.Inan	A1	LM	2	земли	Gen.Sing	_	_	_	_
земля	_	N.Fem.Inan	A1	LM	3	земле	Loc.Sing	_	_	_	_
зеркало	_	N.Neut.Inan	A1	LM	1	зеркало	Acc.Sing	_	_	_	_
зеркало	_	N.Neut.Inan	A1	LM	2	зеркале	Loc.Sing	_	_	_	_
зеркало	_	N.Neut.Inan	A1	LM	3	зеркала	Gen.Sing	_	_	_	_
зимний	_	A	A1	MiP, LM	1	зимнее	Inan.Acc.Neut.Sing	_	_	_	_
зимний	_	A	A1	MiP, LM	2	зимних	Gen.Plur	_	_	_	_
зимний	_	A	A1	MiP, LM	3	зимняя	Nom.Fem.Sing	_	_	_	_
злой	_	A	A1	LM, Кс	1	злые	Nom.Plur	_	_	_	_
злой	_	A	A1	LM, Кс	2	злых	Gen.Plur	_	_	_	_
злой	_	A	A1	LM, Кс	3	злая	Nom.Fem.Sing	_	_	_	_
знак	_	N.Masc.Inan	A1	LM	1	знак	Nom.Sing	_	_	_	_
знак	_	N.Masc.Inan	A1	LM	2	знака	Gen.Sing	_	_	_	_
знак	_	N.Masc.Inan	A1	LM	3	знаком	Ins.Sing	_	_	_	_
знакомиться	_	V	A1	MiP, LM	1	знакомиться	Inf	_	_	_	_
знакомиться	_	V	A1	MiP, LM	2	знакомимся	Plur.1.Pres/Fut	_	_	_	_
знакомиться	_	V	A1	MiP, LM	3	знакомится	Sing.3.Pres/Fut	_	_	_	_
знакомый	_	A	A1	Golosa, MiP, LM	1	знакомы	Plur	_	_	_	_
знакомый	_	N.Masc.Anim	A1	Golosa, MiP, LM	2	знакомых	Gen.Plur	_	_	_	_
знакомый	_	N.Masc.Anim	A1	Golosa, MiP, LM	3	знакомые	Nom.Plur	_	_	_	_
значение	_	N.Neut.Inan	A1	LM	1	значение	Acc.Sing	_	_	_	_
значение	_	N.Neut.Inan	A1	LM	2	значения	Gen.Sing	_	_	_	_
значение	_	N.Neut.Inan	A1	LM	3	значений	Gen.Plur	_	_	_	_
значить	_	V	A1	MiP, LM	1	значит	Sing.3.Pres/Fut	_	_	_	_
значить	_	V	A1	MiP, LM	2	значило	Neut.Sing.Past	_	_	_	_
значить	_	V	A1	MiP, LM	3	значат	Plur.3.Pres/Fut	_	_	_	_
золото	_	N.Neut.Inan	A1	LM	1	золота	Gen.Sing	_	_	_	_
золото	_	N.Neut.Inan	A1	LM	2	золото	Acc.Sing	_	_	_	_
золото	_	N.Neut.Inan	A1	LM	3	золотом	Ins.Sing	_	_	_	_
золотой	_	A	A1	LM	1	золотую	Acc.Fem.Sing	_	_	_	_
золотой	_	A	A1	LM	2	золотой	Nom.Masc.Sing	_	_	_	_
золотой	_	A	A1	LM	3	золотое	Nom.Neut.Sing	_	_	_	_
зонтик	_	N.Masc.Inan	A1	LM	1	зонтик	Nom.Sing	_	_	_	_
зонтик	_	N.Masc.Inan	A1	LM	2	зонтики	Acc.Plur	_	_	_	_
зонтик	_	N.Masc.Inan	A1	LM	3	зонтиком	Ins.Sing	_	_	_	_
зуб	_	N.Masc.Inan	A1	Golosa, LM	1	зуб	Nom.Sing	_	_	_	_
зуб	_	N.Masc.Inan	A1	Golosa, LM	2	зубы	Acc.Plur	_	_	_	_
зуб	_	N.Masc.Inan	A1	Golosa, LM	3	зубами	Ins.Plur	_	_	_	_
игрушка	_	N.Fem.Inan	A1	Golosa, LM, Поехали	1	игрушки	Acc.Plur	_	_	_	_
игрушка	_	N.Fem.Inan	A1	Golosa, LM, Поехали	2	игрушек	Gen.Plur	_	_	_	_
игрушка	_	N.Fem.Inan	A1	Golosa, LM, Поехали	3	игрушку	Acc.Sing	_	_	_	_
извинить	_	V	A1	MiP	1	извините	Imper.Plur.2	_	_	_	_
извинить	_	V	A1	MiP	2	извини	Imper.Sing.2	_	_	_	_
извинить	_	V	A1	MiP	3	извинить	Inf	_	_	_	_
извинять	_	A	A1	LM	1	извиняющую	Acc.Fem.Sing	_	_	_	_
изменять	_	V	A1	LM	1	изменять	Inf	_	_	_	_
изменять	_	V	A1	LM	2	изменяет	Sing.3.Pres/Fut	_	_	_	_
изменять	_	V	A1	LM	3	изменяют	Plur.3.Pres/Fut	_	_	_	_
изучать	_	V	A1	Golosa, MiP, LM	1	изучать	Inf	_	_	_	_
изучать	_	V	A1	Golosa, MiP, LM	2	изучал	Masc.Sing.Past	_	_	_	_
изучать	_	V	A1	Golosa, MiP, LM	3	изучали	Plur.Past	_	_	_	_
институт	_	N.Masc.Inan	A1	Golosa, LM	1	института	Gen.Sing	_	_	_	_
институт	_	N.Masc.Inan	A1	Golosa, LM	2	институт	Acc.Sing	_	_	_	_
институт	_	N.Masc.Inan	A1	Golosa, LM	3	институте	Loc.Sing	_	_	_	_
интерес	_	N.Masc.Inan	A1	LM	1	интерес	Acc.Sing	_	_	_	_
интерес	_	N.Masc.Inan	A1	LM	2	интересы	Acc.Plur	_	_	_	_
интерес	_	N.Masc.Inan	A1	LM	3	интересов	Gen.Plur	_	_	_	_
интересоваться	_	V	A1	Golosa, MiP, LM	1	интересуется	Sing.3.Pres/Fut	_	_	_	_
интересоваться	_	V	A1	Golosa, MiP, LM	2	интересоваться	Inf	_	_	_	_
интересоваться	_	V	A1	Golosa, MiP, LM	3	интересуются	Plur.3.Pres/Fut	_	_	_	_
искать	_	V	A1	Golosa, LM	1	искать	Inf	_	_	_	_
искать	_	V	A1	Golosa, LM	2	искал	Masc.Sing.Past	_	_	_	_
искать	_	V	A1	Golosa, LM	3	ищет	Sing.3.Pres/Fut	_	_	_	_
исследовать	_	V	A1	LM	1	исследовать	Inf	_	_	_	_
исследовать	_	V	A1	LM	2	исследовал	Masc.Sing.Past	_	_	_	_
исследовать	_	A	A1	LM	3	исследуемых	Gen.Plur	_	_	_	_
казаться	_	V	A1	MiP, LM	1	кажется	Sing.3.Pres/Fut	_	_	_	_
казаться	_	V	A1	MiP, LM	2	казалось	Neut.Sing.Past	_	_	_	_
казаться	_	V	A1	MiP, LM	3	казаться	Inf	_	_	_	_
каникулы	_	N.Inan	A1	Golosa, LM	1	каникулы	Acc.Plur	_	_	_	_
каникулы	_	N.Inan	A1	Golosa, LM	2	каникулах	Loc.Plur	_	_	_	_
каникулы	_	N.Inan	A1	Golosa, LM	3	каникул	Gen.Plur	_	_	_	_
картофель	_	N.Masc.Inan	A1	Golosa, LM, Поехали	1	картофеля	Gen.Sing	_	_	_	_
картофель	_	N.Masc.Inan	A1	Golosa, LM, Поехали	2	картофель	Nom.Sing	_	_	_	_
картофель	_	N.Masc.Inan	A1	Golosa, LM, Поехали	3	картофелем	Ins.Sing	_	_	_	_
каша	_	N.Fem.Inan	A1	Golosa, MiP, LM	1	кашу	Acc.Sing	_	_	_	_
каша	_	N.Fem.Inan	A1	Golosa, MiP, LM	2	каша	Nom.Sing	_	_	_	_
каша	_	N.Fem.Inan	A1	Golosa, MiP, LM	3	кашей	Ins.Sing	_	_	_	_
класть	_	V	A1	Golosa, MiP, LM	1	класть	Inf	_	_	_	_
класть	_	V	A1	Golosa, MiP, LM	2	кладёт	Sing.3.Pres/Fut	_	_	_	_
класть	_	V	A1	Golosa, MiP, LM	3	кладут	Plur.3.Pres/Fut	_	_	_	_
команда	_	N.Fem.Inan	A1	Golosa, LM	1	команды	Gen.Sing	_	_	_	_
команда	_	N.Fem.Inan	A1	Golosa, LM	2	команда	Nom.Sing	_	_	_	_
команда	_	N.Fem.Inan	A1	Golosa, LM	3	команду	Acc.Sing	_	_	_	_
компьютерный	_	A	A1	Golosa, LM	1	компьютерной	Gen.Fem.Sing	_	_	_	_
компьютерный	_	A	A1	Golosa, LM	2	компьютерных	Gen.Plur	_	_	_	_
компьютерный	_	A	A1	Golosa, LM	3	компьютерный	Nom.Masc.Sing	_	_	_	_
кончаться	_	V	A1	Golosa, MiP, LM	1	кончается	Sing.3.Pres/Fut	_	_	_	_
кончаться	_	A	A1	Golosa, MiP, LM	2	кончающийся	Inan.Acc.Masc.Sing	_	_	_	_
кончаться	_	V	A1	Golosa, MiP, LM	3	кончаются	Plur.3.Pres/Fut	_	_	_	_
кончиться	_	V	A1	MiP	1	кончилось	Neut.Sing.Past	_	_	_	_
кончиться	_	V	A1	MiP	2	кончится	Sing.3.Pres/Fut	_	_	_	_
кончиться	_	V	A1	MiP	3	кончилась	Fem.Sing.Past	_	_	_	_
корабль	_	N.Masc.Inan	A1	LM	1	корабль	Nom.Sing	_	_	_	_
корабль	_	N.Masc.Inan	A1	LM	2	кораблей	Gen.Plur	_	_	_	_
корабль	_	N.Masc.Inan	A1	LM	3	корабли	Acc.Plur	_	_	_	_
коридор	_	N.Masc.Inan	A1	Golosa, MiP, LM	1	коридоре	Loc.Sing	_	_	_	_
коридор	_	N.Masc.Inan	A1	Golosa, MiP, LM	2	коридор	Acc.Sing	_	_	_	_
коридор	_	N.Masc.Inan	A1	Golosa, MiP, LM	3	коридору	Dat.Sing	_	_	_	_
короткий	_	A	A1	Golosa, LM	1	короткие	Inan.Acc.Plur	_	_	_	_
короткий	_	A	A1	Golosa, LM	2	короткий	Nom.Masc.Sing	_	_	_	_
короткий	_	A	A1	Golosa, LM	3	коротких	Gen.Plur	_	_	_	_
космонавт	_	N.Masc.Anim	A1	LM	1	космонавт	Nom.Sing	_	_	_	_
космонавт	_	N.Masc.Anim	A1	LM	2	космонавтов	Gen.Plur	_	_	_	_
космонавт	_	N.Masc.Anim	A1	LM	3	космонавта	Acc.Sing	_	_	_	_
космос	_	N.Masc.Inan	A1	LM	1	космос	Acc.Sing	_	_	_	_
космос	_	N.Masc.Inan	A1	LM	2	космоса	Gen.Sing	_	_	_	_
космос	_	N.Masc.Inan	A1	LM	3	космосе	Loc.Sing	_	_	_	_
кровать	_	N.Fem.Inan	A1	Golosa, LM	1	кровать	Acc.Sing	_	_	_	_
кровать	_	N.Fem.Inan	A1	Golosa, LM	2	кровати	Loc.Sing	_	_	_	_
кровать	_	N.Fem.Inan	A1	Golosa, LM	3	кроватью	Ins.Sing	_	_	_	_
круглый	_	A	A1	LM	1	круглый	Nom.Masc.Sing	_	_	_	_
круглый	_	A	A1	LM	2	круглые	Nom.Plur	_	_	_	_
круглый	_	A	A1	LM	3	круглая	Nom.Fem.Sing	_	_	_	_
культура	_	N.Fem.Inan	A1	Golosa, LM	1	культуры	Gen.Sing	_	_	_	_
культура	_	N.Fem.Inan	A1	Golosa, LM	2	культура	Nom.Sing	_	_	_	_
культура	_	N.Fem.Inan	A1	Golosa, LM	3	культур	Gen.Plur	_	_	_	_
куртка	_	N.Fem.Inan	A1	Golosa, LM, Поехали	1	куртку	Acc.Sing	_	_	_	_
куртка	_	N.Fem.Inan	A1	Golosa, LM, Поехали	2	куртках	Loc.Plur	_	_	_	_
куртка	_	N.Fem.Inan	A1	Golosa, LM, Поехали	3	куртка	Nom.Sing	_	_	_	_
лекарство	_	N.Neut.Inan	A1	Golosa, LM	1	лекарства	Acc.Plur	_	_	_	_
лекарство	_	N.Neut.Inan	A1	Golosa, LM	2	лекарство	Acc.Sing	_	_	_	_
лекарство	_	N.Neut.Inan	A1	Golosa, LM	3	лекарств	Gen.Plur	_	_	_	_
лес	_	N.Masc.Inan	A1	Golosa, MiP, LM	1	лесу	Loc.Sing	_	_	_	_
лес	_	N.Masc.Inan	A1	Golosa, MiP, LM	2	леса	Gen.Sing	_	_	_	_
лес	_	N.Masc.Inan	A1	Golosa, MiP, LM	3	лес	Acc.Sing	_	_	_	_
лестница	_	N.Fem.Inan	A1	Golosa, LM	1	лестнице	Dat.Sing	_	_	_	_
лестница	_	N.Fem.Inan	A1	Golosa, LM	2	лестницы	Gen.Sing	_	_	_	_
лестница	_	N.Fem.Inan	A1	Golosa, LM	3	лестницу	Acc.Sing	_	_	_	_
летать	_	V	A1	LM	1	летают	Plur.3.Pres/Fut	_	_	_	_
летать	_	V	A1	LM	2	летать	Inf	_	_	_	_
летать	_	V	A1	LM	3	летал	Masc.Sing.Past	_	_	_	_
лететь	_	V	A1	Golosa, LM	1	летят	Plur.3.Pres/Fut	_	_	_	_
лететь	_	V	A1	Golosa, LM	2	летит	Sing.3.Pres/Fut	_	_	_	_
лететь	_	V	A1	Golosa, LM	3	летели	Plur.Past	_	_	_	_
летний	_	A	A1	MiP, LM	1	летний	Nom.Masc.Sing	_	_	_	_
летний	_	A	A1	MiP, LM	2	летние	Nom.Plur	_	_	_	_
летний	_	A	A1	MiP, LM	3	летним	Ins.Masc.Sing	_	_	_	_
лить	_	V	A1	LM	1	льют	Plur.3.Pres/Fut	_	_	_	_
лить	_	V	A1	LM	2	льёт	Sing.3.Pres/Fut	_	_	_	_
лить	_	A	A1	LM	3	лито	Neut.Sing	_	_	_	_
лифт	_	N.Masc.Inan	A1	Golosa, MiP, LM	1	лифте	Loc.Sing	_	_	_	_
лифт	_	N.Masc.Inan	A1	Golosa, MiP, LM	2	лифта	Gen.Sing	_	_	_	_
лифт	_	N.Masc.Inan	A1	Golosa, MiP, LM	3	лифтом	Ins.Sing	_	_	_	_
лоб	_	N.Masc.Inan	A1	LM, Кс	1	лоб	Acc.Sing	_	_	_	_
лоб	_	N.Masc.Inan	A1	LM, Кс	2	лбу	Dat.Sing	_	_	_	_
лоб	_	N.Masc.Inan	A1	LM, Кс	3	лба	Gen.Sing	_	_	_	_
луна	_	N.Fem.Inan	A1	LM	1	луна	Nom.Sing	_	_	_	_
луна	_	N.Fem.Inan	A1	LM	2	луны	Gen.Sing	_	_	_	_
луна	_	N.Fem.Inan	A1	LM	3	луну	Acc.Sing	_	_	_	_
лыжа	_	N.Fem.Inan	A1	LM	1	лыжах	Loc.Plur	_	_	_	_
медленный	_	A	A1	LM	1	медленными	Ins.Plur	_	_	_	_
медленный	_	A	A1	LM	2	медленный	Nom.Masc.Sing	_	_	_	_
медленный	_	A	A1	LM	3	медленные	Inan.Acc.Plur	_	_	_	_
медсестра	_	N.Fem.Anim	A1	Golosa, LM	1	медсестра	Nom.Sing	_	_	_	_
медсестра	_	N.Fem.Anim	A1	Golosa, LM	2	медсестрой	Ins.Sing	_	_	_	_
медсестра	_	N.Fem.Anim	A1	Golosa, LM	3	медсестёр	Gen.Plur	_	_	_	_
международный	_	A	A1	Golosa, LM	1	международных	Gen.Plur	_	_	_	_
международный	_	A	A1	Golosa, LM	2	международные	Nom.Plur	_	_	_	_
международный	_	A	A1	Golosa, LM	3	международный	Nom.Masc.Sing	_	_	_	_
менять	_	V	A1	LM	1	менять	Inf	_	_	_	_
менять	_	V	A1	LM	2	меняет	Sing.3.Pres/Fut	_	_	_	_
менять	_	V	A1	LM	3	меняют	Plur.3.Pres/Fut	_	_	_	_
мертвый	_	A	A1	LM	1	мертв	Masc.Sing	_	_	_	_
мертвый	_	N.Masc.Anim	A1	LM	2	мёртвых	Acc.Plur	_	_	_	_
мертвый	_	A	A1	LM	3	мёртвым	Ins.Masc.Sing	_	_	_	_
мечта	_	N.Fem.Inan	A1	MiP, LM	1	мечты	Gen.Sing	_	_	_	_
мечта	_	N.Fem.Inan	A1	MiP, LM	2	мечта	Nom.Sing	_	_	_	_
мечта	_	N.Fem.Inan	A1	MiP, LM	3	мечту	Acc.Sing	_	_	_	_
мешать	_	V	A1	LM	1	мешает	Sing.3.Pres/Fut	_	_	_	_
мешать	_	V	A1	LM	2	мешают	Plur.3.Pres/Fut	_	_	_	_
мешать	_	V	A1	LM	3	мешать	Inf	_	_	_	_
милиционер	_	N.Masc.Anim	A1	Golosa, LM	1	милиционер	Nom.Sing	_	_	_	_
милиционер	_	N.Masc.Anim	A1	Golosa, LM	2	милиционера	Gen.Sing	_	_	_	_
милиционер	_	N.Masc.Anim	A1	Golosa, LM	3	милиционеров	Gen.Plur	_	_	_	_
милый	_	A	A1	MiP, LM	1	мила	Fem.Sing	_	_	_	_
милый	_	A	A1	MiP, LM	2	милый	Nom.Masc.Sing	_	_	_	_
милый	_	A	A1	MiP, LM	3	милым	Ins.Masc.Sing	_	_	_	_
минус	_	N.Masc.Inan	A1	Golosa, LM	1	минус	Nom.Sing	_	_	_	_
минус	_	N.Masc.Inan	A1	Golosa, LM	2	минусы	Nom.Plur	_	_	_	_
минус	_	N.Masc.Inan	A1	Golosa, LM	3	минусов	Gen.Plur	_	_	_	_
мирный	_	A	A1	LM	1	мирным	Ins.Masc.Sing	_	_	_	_
мирный	_	A	A1	LM	2	мирное	Inan.Acc.Neut.Sing	_	_	_	_
мирный	_	A	A1	LM	3	мирные	Nom.Plur	_	_	_	_
модный	_	A	A1	Golosa, LM	1	модным	Ins.Masc.Sing	_	_	_	_
модный	_	A	A1	Golosa, LM	2	модные	Inan.Acc.Plur	_	_	_	_
модный	_	A	A1	Golosa, LM	3	модное	Inan.Acc.Neut.Sing	_	_	_	_
молодежь	_	N.Fem.Inan	A1	LM	1	молодёжи	Gen.Sing	_	_	_	_
молодежь	_	N.Fem.Inan	A1	LM	2	молодёжь	Nom.Sing	_	_	_	_
молодежь	_	N.Fem.Inan	A1	LM	3	молодёжью	Ins.Sing	_	_	_	_
молодец	_	N.Masc.Anim	A1	LM	1	молодец	Nom.Sing	_	_	_	_
молодец	_	N.Masc.Anim	A1	LM	2	молодцы	Nom.Plur	_	_	_	_
молодец	_	N.Masc.Anim	A1	LM	3	молодца	Gen.Sing	_	_	_	_
молодость	_	N.Fem.Inan	A1	LM	1	молодости	Gen.Sing	_	_	_	_
молодость	_	N.Fem.Inan	A1	LM	2	молодостью	Ins.Sing	_	_	_	_
молодость	_	N.Fem.Inan	A1	LM	3	молодость	Nom.Sing	_	_	_	_
молчать	_	V	A1	LM	1	молчал	Masc.Sing.Past	_	_	_	_
молчать	_	V	A1	LM	2	молчит	Sing.3.Pres/Fut	_	_	_	_
молчать	_	V	A1	LM	3	молчать	Inf	_	_	_	_
момент	_	N.Masc.Inan	A1	MiP, LM	1	момент	Acc.Sing	_	_	_	_
момент	_	N.Masc.Inan	A1	MiP, LM	2	момента	Gen.Sing	_	_	_	_
момент	_	N.Masc.Inan	A1	MiP, LM	3	моменты	Acc.Plur	_	_	_	_
мыло	_	N.Neut.Inan	A1	LM	1	мыло	Acc.Sing	_	_	_	_
мыло	_	N.Neut.Inan	A1	LM	2	мыла	Gen.Sing	_	_	_	_
мыло	_	N.Neut.Inan	A1	LM	3	мылом	Ins.Sing	_	_	_	_
мыть	_	V	A1	LM	1	мыть	Inf	_	_	_	_
мыть	_	V	A1	LM	2	мыла	Fem.Sing.Past	_	_	_	_
мыть	_	V	A1	LM	3	моют	Plur.3.Pres/Fut	_	_	_	_
мягкий	_	A	A1	Golosa, LM	1	мягкое	Inan.Acc.Neut.Sing	_	_	_	_
мягкий	_	A	A1	Golosa, LM	2	мягкой	Ins.Fem.Sing	_	_	_	_
мягкий	_	A	A1	Golosa, LM	3	мягким	Ins.Masc.Sing	_	_	_	_
мяч	_	N.Masc.Inan	A1	LM	1	мяч	Acc.Sing	_	_	_	_
мяч	_	N.Masc.Inan	A1	LM	2	мячу	Dat.Sing	_	_	_	_
мяч	_	N.Masc.Inan	A1	LM	3	мячей	Gen.Plur	_	_	_	_
надежда	_	N.Fem.Inan	A1	LM	1	надежда	Nom.Sing	_	_	_	_
надежда	_	N.Fem.Inan	A1	LM	2	надежды	Gen.Sing	_	_	_	_
надежда	_	N.Fem.Inan	A1	LM	3	надежду	Acc.Sing	_	_	_	_
надеяться	_	V	A1	Golosa, MiP, LM	1	надеюсь	Sing.1.Pres/Fut	_	_	_	_
надеяться	_	V	A1	Golosa, MiP, LM	2	надеяться	Inf	_	_	_	_
надеяться	_	V	A1	Golosa, MiP, LM	3	надеются	Plur.3.Pres/Fut	_	_	_	_
нарисовать	_	V	A1	LM	1	нарисовал	Masc.Sing.Past	_	_	_	_
нарисовать	_	V	A1	LM	2	нарисовать	Inf	_	_	_	_
нарисовать	_	A	A1	LM	3	нарисованы	Plur	_	_	_	_
народ	_	N.Masc.Inan	A1	LM	1	народ	Nom.Sing	_	_	_	_
народ	_	N.Masc.Inan	A1	LM	2	народа	Gen.Sing	_	_	_	_
народ	_	N.Masc.Inan	A1	LM	3	народов	Gen.Plur	_	_	_	_
наука	_	N.Fem.Inan	A1	LM	1	науки	Gen.Sing	_	_	_	_
наука	_	N.Fem.Inan	A1	LM	2	наук	Gen.Plur	_	_	_	_
наука	_	N.Fem.Inan	A1	LM	3	наука	Nom.Sing	_	_	_	_
находить	_	V	A1	Golosa, MiP, LM	1	находит	Sing.3.Pres/Fut	_	_	_	_
находить	_	V	A1	Golosa, MiP, LM	2	находят	Plur.3.Pres/Fut	_	_	_	_
находить	_	V	A1	Golosa, MiP, LM	3	находить	Inf	_	_	_	_
начало	_	N.Neut.Inan	A1	LM	1	начале	Loc.Sing	_	_	_	_
начало	_	N.Neut.Inan	A1	LM	2	начала	Gen.Sing	_	_	_	_
начало	_	N.Neut.Inan	A1	LM	3	начало	Nom.Sing	_	_	_	_
начать	_	V	A1	MiP	1	начал	Masc.Sing.Past	_	_	_	_
начать	_	V	A1	MiP	2	начали	Plur.Past	_	_	_	_
начать	_	V	A1	MiP	3	начала	Fem.Sing.Past	_	_	_	_
начинать	_	V	A1	MiP, LM	1	начинает	Sing.3.Pres/Fut	_	_	_	_
начинать	_	V	A1	MiP, LM	2	начинают	Plur.3.Pres/Fut	_	_	_	_
начинать	_	V	A1	MiP, LM	3	начиная	Pres/Fut	_	_	_	_
начинаться	_	V	A1	Golosa, LM	1	начинается	Sing.3.Pres/Fut	_	_	_	_
начинаться	_	V	A1	Golosa, LM	2	начиналась	Fem.Sing.Past	_	_	_	_
начинаться	_	V	A1	Golosa, LM	3	начинаются	Plur.3.Pres/Fut	_	_	_	_
небо	_	N.Neut.Inan	A1	LM	1	неба	Gen.Sing	_	_	_	_
небо	_	N.Neut.Inan	A1	LM	2	небе	Loc.Sing	_	_	_	_
небо	_	N.Neut.Inan	A1	LM	3	небо	Nom.Sing	_	_	_	_
несчастие	_	N.Neut.Inan	A1	LM	1	несчастья	Nom.Plur	_	_	_	_
несчастие	_	N.Neut.Inan	A1	LM	2	несчастий	Gen.Plur	_	_	_	_
несчастный	_	A	A1	LM	1	несчастная	Nom.Fem.Sing	_	_	_	_
несчастный	_	A	A1	LM	2	несчастного	Anim.Acc.Masc.Sing	_	_	_	_
