Lemma	Eng Gloss	POS	Level	Word source	Ex. ID	Form 	Analysis	Example Sentence	Translation	Reference	Topic(s)
знать	_	V	A1	Golosa, MiP, LM, МН	1	знаю	Sing.1.Pres/Fut	_	_	_	внутренний мир, учеба/работа
знать	_	V	A1	Golosa, MiP, LM, МН	2	знаете	Plur.2.Pres/Fut	_	_	_	внутренний мир, учеба/работа
знать	_	V	A1	Golosa, MiP, LM, МН	3	знает	Sing.3.Pres/Fut	_	_	_	внутренний мир, учеба/работа
ночь	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	1	ночь	Acc.Sing	_	_	_	мера, время
ночь	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	2	ночью	Ins.Sing	_	_	_	мера, время
ночь	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	3	ночи	Gen.Sing	_	_	_	мера, время
машина	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	1	машину	Acc.Sing	_	_	_	люди, путешествие
машина	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	2	машины	Gen.Sing	_	_	_	люди, путешествие
машина	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	3	машина	Nom.Sing	_	_	_	люди, путешествие
играть	_	V	A1	Golosa, MiP, LM, МН	1	играть	Inf	_	_	_	люди, свободное время
играть	_	V	A1	Golosa, MiP, LM, МН	2	играет	Sing.3.Pres/Fut	_	_	_	люди, свободное время
играть	_	V	A1	Golosa, MiP, LM, МН	3	играл	Masc.Sing.Past	_	_	_	люди, свободное время
идти	_	V	A1	Golosa, MiP, LM, МН, Кс	1	идёт	Sing.3.Pres/Fut	_	_	_	люди, свободное время, погода
идти	_	V	A1	Golosa, MiP, LM, МН, Кс	2	идти	Inf	_	_	_	люди, свободное время, погода
идти	_	V	A1	Golosa, MiP, LM, МН, Кс	3	шёл	Masc.Sing.Past	_	_	_	люди, свободное время, погода
мать	_	N.Fem.Anim	A1	Golosa, MiP, LM, МН	1	мать	Nom.Sing	_	_	_	люди
мать	_	N.Fem.Anim	A1	Golosa, MiP, LM, МН	2	матери	Gen.Sing	_	_	_	люди
мать	_	N.Fem.Anim	A1	Golosa, MiP, LM, МН	3	матерью	Ins.Sing	_	_	_	люди
стол	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	1	столом	Ins.Sing	_	_	_	еда, учеба/работа, жилье
стол	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	2	стол	Acc.Sing	_	_	_	еда, учеба/работа, жилье
стол	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	3	стола	Gen.Sing	_	_	_	еда, учеба/работа, жилье
цена	_	N.Fem.Inan	A1	MiP, LM, МН	1	цена	Nom.Sing	_	_	_	мера
цена	_	N.Fem.Inan	A1	MiP, LM, МН	2	цены	Nom.Plur	_	_	_	мера
цена	_	N.Fem.Inan	A1	MiP, LM, МН	3	цен	Gen.Plur	_	_	_	мера
кончать	_	V	A1	МН	1	кончает	Sing.3.Pres/Fut	_	_	_	мера, время
кончать	_	V	A1	МН	2	кончая	Pres/Fut	_	_	_	мера, время
кончать	_	V	A1	МН	3	кончали	Plur.Past	_	_	_	мера, время
маленький	_	A	A1	Golosa, MiP, LM, МН	1	маленький	Nom.Masc.Sing	_	_	_	мера
маленький	_	A	A1	Golosa, MiP, LM, МН	2	меньше	Comp	_	_	_	мера
маленький	_	A	A1	Golosa, MiP, LM, МН	3	маленькая	Nom.Fem.Sing	_	_	_	мера
дверь	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	1	дверь	Acc.Sing	_	_	_	жилье
дверь	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	2	двери	Gen.Sing	_	_	_	жилье
дверь	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	3	дверью	Ins.Sing	_	_	_	жилье
мама	_	N.Fem.Anim	A1	Golosa, MiP, LM, МН	1	мама	Nom.Sing	_	_	_	люди
мама	_	N.Fem.Anim	A1	Golosa, MiP, LM, МН	2	мамы	Gen.Sing	_	_	_	люди
мама	_	N.Fem.Anim	A1	Golosa, MiP, LM, МН	3	маме	Dat.Sing	_	_	_	люди
центр	_	N.Masc.Inan	A1	MiP, LM, МН	1	центре	Loc.Sing	_	_	_	путешествие
центр	_	N.Masc.Inan	A1	MiP, LM, МН	2	центра	Gen.Sing	_	_	_	путешествие
центр	_	N.Masc.Inan	A1	MiP, LM, МН	3	центр	Nom.Sing	_	_	_	путешествие
игра	_	N.Fem.Inan	A1	Golosa, MiP, МН	1	игры	Gen.Sing	_	_	_	люди, свободное время
игра	_	N.Fem.Inan	A1	Golosa, MiP, МН	2	игра	Nom.Sing	_	_	_	люди, свободное время
игра	_	N.Fem.Inan	A1	Golosa, MiP, МН	3	игру	Acc.Sing	_	_	_	люди, свободное время
банк	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН, Поехали	1	банков	Gen.Plur	_	_	_	учеба/работа
банк	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН, Поехали	2	банка	Gen.Sing	_	_	_	учеба/работа
банк	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН, Поехали	3	банки	Nom.Plur	_	_	_	учеба/работа
улица	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	1	улице	Loc.Sing	_	_	_	путешествие, жилье
улица	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	2	улицу	Acc.Sing	_	_	_	путешествие, жилье
улица	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	3	улицы	Gen.Sing	_	_	_	путешествие, жилье
статья	_	N.Fem.Inan	A1	Golosa, MiP, МН	1	статье	Loc.Sing	_	_	_	учеба/работа
статья	_	N.Fem.Inan	A1	Golosa, MiP, МН	2	статья	Nom.Sing	_	_	_	учеба/работа
статья	_	N.Fem.Inan	A1	Golosa, MiP, МН	3	статьи	Gen.Sing	_	_	_	учеба/работа
окно	_	N.Neut.Inan	A1	Golosa, MiP, LM, МН	1	окна	Gen.Sing	_	_	_	жилье
окно	_	N.Neut.Inan	A1	Golosa, MiP, LM, МН	2	окно	Acc.Sing	_	_	_	жилье
окно	_	N.Neut.Inan	A1	Golosa, MiP, LM, МН	3	окном	Ins.Sing	_	_	_	жилье
продукт	_	N.Masc.Inan	A1	LM, МН	1	продуктов	Gen.Plur	_	_	_	еда, магазин
продукт	_	N.Masc.Inan	A1	LM, МН	2	продукта	Gen.Sing	_	_	_	еда, магазин
продукт	_	N.Masc.Inan	A1	LM, МН	3	продукты	Nom.Plur	_	_	_	еда, магазин
утро	_	N.Neut.Inan	A1	Golosa, MiP, LM, МН	1	утра	Gen.Sing	_	_	_	мера, время
утро	_	N.Neut.Inan	A1	Golosa, MiP, LM, МН	2	утром	Ins.Sing	_	_	_	мера, время
утро	_	N.Neut.Inan	A1	Golosa, MiP, LM, МН	3	утро	Acc.Sing	_	_	_	мера, время
купить	_	V	A1	Golosa, MiP, LM, МН	1	купить	Inf	_	_	_	магазин
купить	_	V	A1	Golosa, MiP, LM, МН	2	купил	Masc.Sing.Past	_	_	_	магазин
купить	_	V	A1	Golosa, MiP, LM, МН	3	купила	Fem.Sing.Past	_	_	_	магазин
дорога	_	N.Fem.Inan	A1	LM, МН	1	дороги	Gen.Sing	_	_	_	путешествие
дорога	_	N.Fem.Inan	A1	LM, МН	2	дорогу	Acc.Sing	_	_	_	путешествие
дорога	_	N.Fem.Inan	A1	LM, МН	3	дороге	Dat.Sing	_	_	_	путешествие
курить	_	V	A1	MiP, МН	1	курить	Inf	_	_	_	люди, здоровье
курить	_	V	A1	MiP, МН	2	курил	Masc.Sing.Past	_	_	_	люди, здоровье
курить	_	V	A1	MiP, МН	3	курю	Sing.1.Pres/Fut	_	_	_	люди, здоровье
река	_	N.Fem.Inan	A1	MiP, LM, МН	1	реки	Gen.Sing	_	_	_	путешествие
река	_	N.Fem.Inan	A1	MiP, LM, МН	2	р	Gen.Sing	_	_	_	путешествие
река	_	N.Fem.Inan	A1	MiP, LM, МН	3	реку	Acc.Sing	_	_	_	путешествие
лежать	_	V	A1	Golosa, MiP, LM, МН	1	лежит	Sing.3.Pres/Fut	_	_	_	свободное время
лежать	_	V	A1	Golosa, MiP, LM, МН	2	лежал	Masc.Sing.Past	_	_	_	свободное время
лежать	_	V	A1	Golosa, MiP, LM, МН	3	лежат	Plur.3.Pres/Fut	_	_	_	свободное время
поэт	_	N.Masc.Anim	A1	MiP, LM, МН	1	поэт	Nom.Sing	_	_	_	люди, учеба/работа
поэт	_	N.Masc.Anim	A1	MiP, LM, МН	2	поэта	Gen.Sing	_	_	_	люди, учеба/работа
поэт	_	N.Masc.Anim	A1	MiP, LM, МН	3	поэту	Dat.Sing	_	_	_	люди, учеба/работа
отец	_	N.Masc.Anim	A1	LM, МН	1	отец	Nom.Sing	_	_	_	люди
отец	_	N.Masc.Anim	A1	LM, МН	2	отца	Gen.Sing	_	_	_	люди
отец	_	N.Masc.Anim	A1	LM, МН	3	отцом	Ins.Sing	_	_	_	люди
комната	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	1	комнату	Acc.Sing	_	_	_	жилье
комната	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	2	комнате	Loc.Sing	_	_	_	жилье
комната	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	3	комнаты	Gen.Sing	_	_	_	жилье
любить	_	V	A1	Golosa, MiP, LM, МН	1	люблю	Sing.1.Pres/Fut	_	_	_	внутренний мир
любить	_	V	A1	Golosa, MiP, LM, МН	2	любит	Sing.3.Pres/Fut	_	_	_	внутренний мир
любить	_	V	A1	Golosa, MiP, LM, МН	3	любил	Masc.Sing.Past	_	_	_	внутренний мир
картина	_	N.Fem.Inan	A1	LM, МН	1	картина	Nom.Sing	_	_	_	жилье, свободное время
картина	_	N.Fem.Inan	A1	LM, МН	2	картину	Acc.Sing	_	_	_	жилье, свободное время
картина	_	N.Fem.Inan	A1	LM, МН	3	картины	Gen.Sing	_	_	_	жилье, свободное время
жена	_	N.Fem.Anim	A1	Golosa, MiP, LM, МН	1	жена	Nom.Sing	_	_	_	люди
жена	_	N.Fem.Anim	A1	Golosa, MiP, LM, МН	2	женой	Ins.Sing	_	_	_	люди
жена	_	N.Fem.Anim	A1	Golosa, MiP, LM, МН	3	жены	Gen.Sing	_	_	_	люди
учитель	_	N.Masc.Anim	A1	Golosa, MiP, МН	1	учитель	Nom.Sing	_	_	_	люди, учеба/работа
учитель	_	N.Masc.Anim	A1	Golosa, MiP, МН	2	учителя	Nom.Plur	_	_	_	люди, учеба/работа
учитель	_	N.Masc.Anim	A1	Golosa, MiP, МН	3	учителей	Gen.Plur	_	_	_	люди, учеба/работа
мечтать	_	V	A1	MiP, МН, Кс	1	мечтала	Fem.Sing.Past	_	_	_	внутренний мир
мечтать	_	V	A1	MiP, МН, Кс	2	мечтал	Masc.Sing.Past	_	_	_	внутренний мир
мечтать	_	V	A1	MiP, МН, Кс	3	мечтает	Sing.3.Pres/Fut	_	_	_	внутренний мир
мочь	_	V	A1	Golosa, MiP, LM, МН	1	может	Sing.3.Pres/Fut	_	_	_	люди, свободное время
мочь	_	V	A1	Golosa, MiP, LM, МН	2	могут	Plur.3.Pres/Fut	_	_	_	люди, свободное время
мочь	_	V	A1	Golosa, MiP, LM, МН	3	могу	Sing.1.Pres/Fut	_	_	_	люди, свободное время
черный	_	A	A1	LM, МН	1	чёрных	Gen.Plur	_	_	_	описание
черный	_	A	A1	LM, МН	2	чёрной	Gen.Fem.Sing	_	_	_	описание
черный	_	A	A1	LM, МН	3	чёрными	Ins.Plur	_	_	_	описание
район	_	N.Masc.Inan	A1	MiP, LM, МН	1	района	Gen.Sing	_	_	_	путешествие, жилье
район	_	N.Masc.Inan	A1	MiP, LM, МН	2	районе	Loc.Sing	_	_	_	путешествие, жилье
район	_	N.Masc.Inan	A1	MiP, LM, МН	3	районах	Loc.Plur	_	_	_	путешествие, жилье
любовь	_	N.Fem.Inan	A1	LM, МН	1	любовь	Nom.Sing	_	_	_	внутренний мир, люди
любовь	_	N.Fem.Inan	A1	LM, МН	2	любви	Gen.Sing	_	_	_	внутренний мир, люди
любовь	_	N.Fem.Inan	A1	LM, МН	3	любовью	Ins.Sing	_	_	_	внутренний мир, люди
называться	_	V	A1	MiP, LM, МН	1	называется	Sing.3.Pres/Fut	_	_	_	описание
называться	_	V	A1	MiP, LM, МН	2	называются	Plur.3.Pres/Fut	_	_	_	описание
называться	_	V	A1	MiP, LM, МН	3	называлась	Fem.Sing.Past	_	_	_	описание
театр	_	N.Masc.Inan	A1	Golosa, MiP, МН	1	театре	Loc.Sing	_	_	_	свободное время
театр	_	N.Masc.Inan	A1	Golosa, MiP, МН	2	театра	Gen.Sing	_	_	_	свободное время
театр	_	N.Masc.Inan	A1	Golosa, MiP, МН	3	театр	Nom.Sing	_	_	_	свободное время
неделя	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	1	неделю	Acc.Sing	_	_	_	мера, время
неделя	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	2	недели	Gen.Sing	_	_	_	мера, время
неделя	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	3	неделе	Loc.Sing	_	_	_	мера, время
написать	_	A	A1	Golosa, MiP, LM, МН	1	написано	Neut.Sing	_	_	_	учеба/работа, люди
написать	_	V	A1	Golosa, MiP, LM, МН	2	написал	Masc.Sing.Past	_	_	_	учеба/работа, люди, общение
написать	_	V	A1	Golosa, MiP, LM, МН	3	написать	Inf	_	_	_	учеба/работа, люди, общение
предмет	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	1	предметов	Gen.Plur	_	_	_	учеба/работа
предмет	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	2	предметы	Nom.Plur	_	_	_	учеба/работа
предмет	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	3	предмет	Acc.Sing	_	_	_	учеба/работа
сын	_	N.Masc.Anim	A1	Golosa, MiP, LM, МН	1	сын	Nom.Sing	_	_	_	люди
сын	_	N.Masc.Anim	A1	Golosa, MiP, LM, МН	2	сына	Acc.Sing	_	_	_	люди
сын	_	N.Masc.Anim	A1	Golosa, MiP, LM, МН	3	сыну	Dat.Sing	_	_	_	люди
литература	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	1	литературы	Gen.Sing	_	_	_	учеба/работа, свободное время
литература	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	2	литературе	Loc.Sing	_	_	_	учеба/работа, свободное время
литература	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	3	литература	Nom.Sing	_	_	_	учеба/работа, свободное время
магазин	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	1	магазина	Gen.Sing	_	_	_	магазин
магазин	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	2	магазинах	Loc.Plur	_	_	_	магазин
магазин	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	3	магазинов	Gen.Plur	_	_	_	магазин
настоящий	_	A	A1	MiP, МН	1	настоящее	Inan.Acc.Neut.Sing	_	_	_	время, описание
настоящий	_	A	A1	MiP, МН	2	настоящий	Nom.Masc.Sing	_	_	_	время, описание
настоящий	_	A	A1	MiP, МН	3	настоящая	Nom.Fem.Sing	_	_	_	время, описание
смерть	_	N.Fem.Inan	A1	Golosa, MiP, МН	1	смерти	Gen.Sing	_	_	_	люди, время
смерть	_	N.Fem.Inan	A1	Golosa, MiP, МН	2	смерть	Nom.Sing	_	_	_	люди, время
смерть	_	N.Fem.Inan	A1	Golosa, MiP, МН	3	смертью	Ins.Sing	_	_	_	люди, время
муж	_	N.Masc.Anim	A1	Golosa, MiP, LM, МН	1	муж	Nom.Sing	_	_	_	люди
муж	_	N.Masc.Anim	A1	Golosa, MiP, LM, МН	2	мужа	Gen.Sing	_	_	_	люди
муж	_	N.Masc.Anim	A1	Golosa, MiP, LM, МН	3	мужем	Ins.Sing	_	_	_	люди
находиться	_	V	A1	MiP, LM, МН	1	находится	Sing.3.Pres/Fut	_	_	_	путешествие, жилье
находиться	_	V	A1	MiP, LM, МН	2	находятся	Plur.3.Pres/Fut	_	_	_	путешествие, жилье
находиться	_	V	A1	MiP, LM, МН	3	находился	Masc.Sing.Past	_	_	_	путешествие, жилье
государственный	_	A	A1	Golosa, MiP, МН	1	государственных	Gen.Plur	_	_	_	учеба/работа, политика
государственный	_	A	A1	Golosa, MiP, МН	2	государственной	Gen.Fem.Sing	_	_	_	учеба/работа, политика
государственный	_	A	A1	Golosa, MiP, МН	3	государственного	Gen.Masc.Sing	_	_	_	учеба/работа, политика
старый	_	A	A1	Golosa, MiP, LM, МН	1	старых	Gen.Plur	_	_	_	люди, мера, время
старый	_	A	A1	Golosa, MiP, LM, МН	2	старый	Nom.Masc.Sing	_	_	_	люди, мера, время
старый	_	A	A1	Golosa, MiP, LM, МН	3	старая	Nom.Fem.Sing	_	_	_	люди, мера, время
нравиться	_	V	A1	Golosa, MiP, LM, МН	1	нравится	Sing.3.Pres/Fut	_	_	_	внутренний мир
нравиться	_	V	A1	Golosa, MiP, LM, МН	2	нравятся	Plur.3.Pres/Fut	_	_	_	внутренний мир
нравиться	_	V	A1	Golosa, MiP, LM, МН	3	нравилось	Neut.Sing.Past	_	_	_	внутренний мир
современный	_	A	A1	MiP, МН	1	современной	Gen.Fem.Sing	_	_	_	время
современный	_	A	A1	MiP, МН	2	современных	Gen.Plur	_	_	_	время
современный	_	A	A1	MiP, МН	3	современная	Nom.Fem.Sing	_	_	_	время
газета	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	1	газеты	Gen.Sing	_	_	_	свободное время, учеба/работа
газета	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	2	газет	Gen.Plur	_	_	_	свободное время, учеба/работа
газета	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	3	газету	Acc.Sing	_	_	_	свободное время, учеба/работа
музыка	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	1	музыка	Nom.Sing	_	_	_	свободное время
музыка	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	2	музыку	Acc.Sing	_	_	_	свободное время
музыка	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	3	музыки	Gen.Sing	_	_	_	свободное время
журнал	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	1	журнала	Gen.Sing	_	_	_	свободное время, учеба/работа
журнал	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	2	журнал	Acc.Sing	_	_	_	свободное время, учеба/работа
журнал	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	3	журналов	Gen.Plur	_	_	_	свободное время, учеба/работа
экономика	_	N.Fem.Inan	A1	Golosa, MiP, МН	1	экономики	Gen.Sing	_	_	_	учеба/работа
экономика	_	N.Fem.Inan	A1	Golosa, MiP, МН	2	экономика	Nom.Sing	_	_	_	учеба/работа
экономика	_	N.Fem.Inan	A1	Golosa, MiP, МН	3	экономике	Loc.Sing	_	_	_	учеба/работа
письмо	_	N.Neut.Inan	A1	Golosa, MiP, LM, МН	1	письмо	Acc.Sing	_	_	_	учеба/работа, люди
письмо	_	N.Neut.Inan	A1	Golosa, MiP, LM, МН	2	письма	Gen.Sing	_	_	_	учеба/работа, люди
письмо	_	N.Neut.Inan	A1	Golosa, MiP, LM, МН	3	письме	Loc.Sing	_	_	_	учеба/работа, люди
дедушка	_	N.Masc.Anim	A1	Golosa, MiP, LM, МН	1	дедушка	Nom.Sing	_	_	_	люди
дедушка	_	N.Masc.Anim	A1	Golosa, MiP, LM, МН	2	дедушкой	Ins.Sing	_	_	_	люди
дедушка	_	N.Masc.Anim	A1	Golosa, MiP, LM, МН	3	дедушки	Gen.Sing	_	_	_	люди
девушка	_	N.Fem.Anim	A1	Golosa, MiP, LM, МН	1	девушка	Nom.Sing	_	_	_	люди
девушка	_	N.Fem.Anim	A1	Golosa, MiP, LM, МН	2	девушки	Nom.Plur	_	_	_	люди
девушка	_	N.Fem.Anim	A1	Golosa, MiP, LM, МН	3	девушку	Acc.Sing	_	_	_	люди
обедать	_	V	A1	Golosa, MiP, LM, МН	1	обедать	Inf	_	_	_	еда
обедать	_	V	A1	Golosa, MiP, LM, МН	2	обедали	Plur.Past	_	_	_	еда
обедать	_	V	A1	Golosa, MiP, LM, МН	3	обедал	Masc.Sing.Past	_	_	_	еда
бабушка	_	N.Fem.Anim	A1	Golosa, MiP, LM, МН, Поехали	1	бабушка	Nom.Sing	_	_	_	люди
бабушка	_	N.Fem.Anim	A1	Golosa, MiP, LM, МН, Поехали	2	бабушки	Gen.Sing	_	_	_	люди
бабушка	_	N.Fem.Anim	A1	Golosa, MiP, LM, МН, Поехали	3	бабушку	Acc.Sing	_	_	_	люди
стена	_	N.Fem.Inan	A1	Golosa, MiP, МН	1	стене	Dat.Sing	_	_	_	жилье
стена	_	N.Fem.Inan	A1	Golosa, MiP, МН	2	стенах	Loc.Plur	_	_	_	жилье
стена	_	N.Fem.Inan	A1	Golosa, MiP, МН	3	стену	Acc.Sing	_	_	_	жилье
опаздывать	_	V	A1	Golosa, MiP, МН	1	опаздывая	Pres/Fut	_	_	_	время, учеба/работа
опаздывать	_	V	A1	Golosa, MiP, МН	2	опаздывают	Plur.3.Pres/Fut	_	_	_	время, учеба/работа
опаздывать	_	V	A1	Golosa, MiP, МН	3	опаздывал	Masc.Sing.Past	_	_	_	время, учеба/работа
море	_	N.Neut.Inan	A1	MiP, МН	1	моря	Gen.Sing	_	_	_	путешествие
море	_	N.Neut.Inan	A1	MiP, МН	2	море	Nom.Sing	_	_	_	путешествие
море	_	N.Neut.Inan	A1	MiP, МН	3	морю	Dat.Sing	_	_	_	путешествие
брат	_	N.Masc.Anim	A1	Golosa, MiP, LM, МН, Поехали	1	брат	Nom.Sing	_	_	_	люди
брат	_	N.Masc.Anim	A1	Golosa, MiP, LM, МН, Поехали	2	брата	Acc.Sing	_	_	_	люди
брат	_	N.Masc.Anim	A1	Golosa, MiP, LM, МН, Поехали	3	братья	Nom.Plur	_	_	_	люди
отдыхать	_	V	A1	Golosa, MiP, LM, МН	1	отдыхать	Inf	_	_	_	свободное время
отдыхать	_	V	A1	Golosa, MiP, LM, МН	2	отдыхают	Plur.3.Pres/Fut	_	_	_	свободное время
отдыхать	_	V	A1	Golosa, MiP, LM, МН	3	отдыхали	Plur.Past	_	_	_	свободное время
плохой	_	A	A1	Golosa, MiP, LM, МН	1	хуже	Comp	_	_	_	описание
плохой	_	A	A1	Golosa, MiP, LM, МН	2	плохо	Neut.Sing	_	_	_	описание
плохой	_	A	A1	Golosa, MiP, LM, МН	3	плохого	Gen.Neut.Sing	_	_	_	описание
роман	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	1	романа	Gen.Sing	_	_	_	учеба/работа, свободное время
роман	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	2	роман	Nom.Sing	_	_	_	учеба/работа, свободное время
роман	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	3	романе	Loc.Sing	_	_	_	учеба/работа, свободное время
петь	_	V	A1	MiP, LM, МН	1	петь	Inf	_	_	_	учеба/работа, свободное время
петь	_	V	A1	MiP, LM, МН	2	пели	Plur.Past	_	_	_	учеба/работа, свободное время
петь	_	V	A1	MiP, LM, МН	3	поёт	Sing.3.Pres/Fut	_	_	_	учеба/работа, свободное время
писать	_	V	A1	Golosa, MiP, LM, МН	1	писал	Masc.Sing.Past	_	_	_	учеба/работа, люди, общение
писать	_	V	A1	Golosa, MiP, LM, МН	2	писать	Inf	_	_	_	учеба/работа, люди, общение
писать	_	V	A1	Golosa, MiP, LM, МН	3	пишет	Sing.3.Pres/Fut	_	_	_	учеба/работа, люди, общение
белый	_	A	A1	Golosa, MiP, LM, МН, Поехали	1	белые	Nom.Plur	_	_	_	описание
белый	_	A	A1	Golosa, MiP, LM, МН, Поехали	2	белым	Ins.Masc.Sing	_	_	_	описание
белый	_	A	A1	Golosa, MiP, LM, МН, Поехали	3	белыми	Ins.Plur	_	_	_	описание
гость	_	N.Masc.Anim	A1	Golosa, MiP, LM, МН	1	гости	Nom.Plur	_	_	_	люди
гость	_	N.Masc.Anim	A1	Golosa, MiP, LM, МН	2	гость	Nom.Sing	_	_	_	люди
гость	_	N.Masc.Anim	A1	Golosa, MiP, LM, МН	3	гостях	Loc.Plur	_	_	_	люди
телефон	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	1	телефону	Dat.Sing	_	_	_	люди
телефон	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	2	телефон	Acc.Sing	_	_	_	люди
телефон	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	3	тел	Nom.Sing	_	_	_	люди
математика	_	N.Fem.Inan	A1	Golosa, MiP, МН	1	математики	Gen.Sing	_	_	_	учеба/работа
математика	_	N.Fem.Inan	A1	Golosa, MiP, МН	2	математика	Nom.Sing	_	_	_	учеба/работа
математика	_	N.Fem.Inan	A1	Golosa, MiP, МН	3	математике	Dat.Sing	_	_	_	учеба/работа
фирма	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	1	фирмы	Gen.Sing	_	_	_	учеба/работа
фирма	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	2	фирма	Nom.Sing	_	_	_	учеба/работа
фирма	_	N.Fem.Inan	A1	Golosa, MiP, LM, МН	3	фирм	Gen.Plur	_	_	_	учеба/работа
писатель	_	N.Masc.Anim	A1	Golosa, MiP, МН	1	писатель	Nom.Sing	_	_	_	учеба/работа, люди
писатель	_	N.Masc.Anim	A1	Golosa, MiP, МН	2	писателя	Gen.Sing	_	_	_	учеба/работа, люди
писатель	_	N.Masc.Anim	A1	Golosa, MiP, МН	3	писателей	Gen.Plur	_	_	_	учеба/работа, люди
мальчик	_	N.Masc.Anim	A1	LM, МН	1	мальчик	Nom.Sing	_	_	_	люди
мальчик	_	N.Masc.Anim	A1	LM, МН	2	мальчика	Acc.Sing	_	_	_	люди
мальчик	_	N.Masc.Anim	A1	LM, МН	3	мальчики	Nom.Plur	_	_	_	люди
экономический	_	A	A1	Golosa, МН	1	экономических	Gen.Plur	_	_	_	учеба/работа, политика
экономический	_	A	A1	Golosa, МН	2	экономической	Gen.Fem.Sing	_	_	_	учеба/работа, политика
экономический	_	A	A1	Golosa, МН	3	экономического	Gen.Masc.Sing	_	_	_	учеба/работа, политика
номер	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	1	номер	Nom.Sing	_	_	_	жилье, люди
номер	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	2	номере	Loc.Sing	_	_	_	жилье, люди
номер	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	3	номеров	Gen.Plur	_	_	_	жилье, люди
документ	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	1	документов	Gen.Plur	_	_	_	учеба/работа, люди
документ	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	2	документы	Acc.Plur	_	_	_	учеба/работа, люди
документ	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН	3	документа	Gen.Sing	_	_	_	учеба/работа, люди
метр	_	N.Masc.Inan	A1	Golosa, MiP, МН	1	метров	Gen.Plur	_	_	_	мера
метр	_	N.Masc.Inan	A1	Golosa, MiP, МН	2	м	Gen.Plur	_	_	_	мера
метр	_	N.Masc.Inan	A1	Golosa, MiP, МН	3	метрах	Loc.Plur	_	_	_	мера
билет	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН, Поехали	1	билетов	Gen.Plur	_	_	_	путешествие, свободное время
билет	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН, Поехали	2	билеты	Acc.Plur	_	_	_	путешествие, свободное время
билет	_	N.Masc.Inan	A1	Golosa, MiP, LM, МН, Поехали	3	билет	Acc.Sing	_	_	_	путешествие, свободное время
