Lemma	Eng Gloss	POS	Level	Word source	Ex. ID	Form 	Analysis	Example Sentence	Translation	Reference	Topic(s)
гражданин	_	N.Masc.Anim	B1	LM	3	гражданина	Gen.Sing	_	_	_	_
гражданка	_	N.Fem.Anim	B1	LM	1	гражданка	Nom.Sing	_	_	_	_
гражданка	_	N.Fem.Inan	B1	LM	2	гражданку	Acc.Sing	_	_	_	_
гражданка	_	N.Fem.Anim	B1	LM	3	гражданкой	Ins.Sing	_	_	_	_
гражданство	_	N.Neut.Inan	B1	LM	1	гражданства	Gen.Sing	_	_	_	_
гражданство	_	N.Neut.Inan	B1	LM	2	гражданство	Acc.Sing	_	_	_	_
гражданство	_	N.Neut.Inan	B1	LM	3	гражданстве	Loc.Sing	_	_	_	_
громкий	_	A	B1	LM	1	громкий	Nom.Masc.Sing	_	_	_	_
громкий	_	A	B1	LM	2	громкие	Nom.Plur	_	_	_	_
громкий	_	A	B1	LM	3	громкая	Nom.Fem.Sing	_	_	_	_
грубый	_	A	B1	LM	1	грубым	Ins.Masc.Sing	_	_	_	_
грубый	_	A	B1	LM	2	грубой	Gen.Fem.Sing	_	_	_	_
грубый	_	A	B1	LM	3	грубая	Nom.Fem.Sing	_	_	_	_
чувствовать	_	V	B1	MiP, LM	1	чувствую	Sing.1.Pres/Fut	_	_	_	_
чувствовать	_	V	B1	MiP, LM	2	чувствует	Sing.3.Pres/Fut	_	_	_	_
чувствовать	_	V	B1	MiP, LM	3	чувствовал	Masc.Sing.Past	_	_	_	_
грудь	_	N.Fem.Inan	B1	Golosa, LM, Поехали	1	грудь	Acc.Sing	_	_	_	_
грудь	_	N.Fem.Inan	B1	Golosa, LM, Поехали	2	груди	Loc.Sing	_	_	_	_
грудь	_	N.Fem.Inan	B1	Golosa, LM, Поехали	3	грудью	Ins.Sing	_	_	_	_
гуманитарный	_	A	B1	LM	1	гуманитарных	Gen.Plur	_	_	_	_
гуманитарный	_	A	B1	LM	2	гуманитарные	Nom.Plur	_	_	_	_
гуманитарный	_	A	B1	LM	3	гуманитарного	Gen.Masc.Sing	_	_	_	_
дальний	_	A	B1	LM	1	дальнего	Gen.Neut.Sing	_	_	_	_
дальний	_	A	B1	LM	2	дальних	Gen.Plur	_	_	_	_
дальний	_	A	B1	LM	3	дальний	Inan.Acc.Masc.Sing	_	_	_	_
дача	_	N.Fem.Inan	B1	Golosa, MiP, LM	1	дачу	Acc.Sing	_	_	_	_
дача	_	N.Fem.Inan	B1	Golosa, MiP, LM	2	даче	Loc.Sing	_	_	_	_
дача	_	N.Fem.Inan	B1	Golosa, MiP, LM	3	дачи	Gen.Sing	_	_	_	_
двигаться	_	V	B1	LM	1	двигаться	Inf	_	_	_	_
двигаться	_	V	B1	LM	2	движется	Sing.3.Pres/Fut	_	_	_	_
двигаться	_	V	B1	LM	3	движутся	Plur.3.Pres/Fut	_	_	_	_
движение	_	N.Neut.Inan	B1	LM	1	движения	Gen.Sing	_	_	_	_
движение	_	N.Neut.Inan	B1	LM	2	движение	Nom.Sing	_	_	_	_
движение	_	N.Neut.Inan	B1	LM	3	движений	Gen.Plur	_	_	_	_
двойка	_	N.Fem.Inan	B1	Golosa, LM	1	двойку	Acc.Sing	_	_	_	_
двойка	_	N.Fem.Inan	B1	Golosa, LM	2	двоек	Gen.Plur	_	_	_	_
двойка	_	N.Fem.Inan	B1	Golosa, LM	3	двойки	Acc.Plur	_	_	_	_
двор	_	N.Masc.Inan	B1	LM	1	дворе	Loc.Sing	_	_	_	_
двор	_	N.Masc.Inan	B1	LM	2	двор	Acc.Sing	_	_	_	_
двор	_	N.Masc.Inan	B1	LM	3	двора	Gen.Sing	_	_	_	_
декларация	_	N.Fem.Inan	B1	Golosa, LM	1	декларация	Nom.Sing	_	_	_	_
декларация	_	N.Fem.Inan	B1	Golosa, LM	2	декларацию	Acc.Sing	_	_	_	_
декларация	_	N.Fem.Inan	B1	Golosa, LM	3	декларацией	Ins.Sing	_	_	_	_
делегация	_	N.Fem.Inan	B1	LM	1	делегация	Nom.Sing	_	_	_	_
делегация	_	N.Fem.Inan	B1	LM	2	делегации	Gen.Sing	_	_	_	_
делегация	_	N.Fem.Inan	B1	LM	3	делегацию	Acc.Sing	_	_	_	_
делить	_	V	B1	LM	1	делить	Inf	_	_	_	_
делить	_	V	B1	LM	2	делит	Sing.3.Pres/Fut	_	_	_	_
делить	_	V	B1	LM	3	делим	Plur.1.Pres/Fut	_	_	_	_
делиться	_	V	B1	LM	1	делятся	Plur.3.Pres/Fut	_	_	_	_
делиться	_	V	B1	LM	2	делится	Sing.3.Pres/Fut	_	_	_	_
делиться	_	V	B1	LM	3	делились	Plur.Past	_	_	_	_
демократический	_	A	B1	LM	1	демократических	Gen.Plur	_	_	_	_
демократический	_	A	B1	LM	2	демократическая	Nom.Fem.Sing	_	_	_	_
демократический	_	A	B1	LM	3	демократической	Gen.Fem.Sing	_	_	_	_
демонстрация	_	N.Fem.Inan	B1	LM	1	демонстрации	Nom.Plur	_	_	_	_
демонстрация	_	N.Fem.Inan	B1	LM	2	демонстрация	Nom.Sing	_	_	_	_
демонстрация	_	N.Fem.Inan	B1	LM	3	демонстрацию	Acc.Sing	_	_	_	_
деревянный	_	A	B1	LM	1	деревянную	Acc.Fem.Sing	_	_	_	_
деревянный	_	A	B1	LM	2	деревянные	Nom.Plur	_	_	_	_
деревянный	_	A	B1	LM	3	деревянных	Loc.Plur	_	_	_	_
пора	_	N.Fem.Inan	B1	MiP, LM	1	пор	Gen.Plur	_	_	_	_
пора	_	N.Fem.Inan	B1	MiP, LM	2	пора	Nom.Sing	_	_	_	_
пора	_	N.Fem.Inan	B1	MiP, LM	3	порой	Ins.Sing	_	_	_	_
детектив	_	N.Masc.Inan	B1	Golosa, LM	1	детективов	Gen.Plur	_	_	_	_
детектив	_	N.Masc.Inan	B1	Golosa, LM	2	детектива	Gen.Sing	_	_	_	_
детектив	_	N.Masc.Inan	B1	Golosa, LM	3	детектив	Nom.Sing	_	_	_	_
деятель	_	N.Masc.Anim	B1	LM	1	деятелей	Gen.Plur	_	_	_	_
деятель	_	N.Masc.Anim	B1	LM	2	деятели	Nom.Plur	_	_	_	_
деятель	_	N.Masc.Anim	B1	LM	3	деятель	Nom.Sing	_	_	_	_
джинсы	_	N.Inan	B1	Golosa, LM, Поехали	1	джинсах	Loc.Plur	_	_	_	_
джинсы	_	N.Inan	B1	Golosa, LM, Поехали	2	джинсы	Nom.Plur	_	_	_	_
джинсы	_	N.Inan	B1	Golosa, LM, Поехали	3	джинсами	Ins.Plur	_	_	_	_
диск	_	N.Masc.Inan	B1	Golosa, LM	1	диска	Gen.Sing	_	_	_	_
диск	_	N.Masc.Inan	B1	Golosa, LM	2	диск	Nom.Sing	_	_	_	_
диск	_	N.Masc.Inan	B1	Golosa, LM	3	дисков	Gen.Plur	_	_	_	_
дискуссия	_	N.Fem.Inan	B1	LM	1	дискуссию	Acc.Sing	_	_	_	_
дискуссия	_	N.Fem.Inan	B1	LM	2	дискуссии	Gen.Sing	_	_	_	_
дискуссия	_	N.Fem.Inan	B1	LM	3	дискуссия	Nom.Sing	_	_	_	_
диссертация	_	N.Fem.Inan	B1	LM	1	диссертацию	Acc.Sing	_	_	_	_
диссертация	_	N.Fem.Inan	B1	LM	2	диссертации	Gen.Sing	_	_	_	_
диссертация	_	N.Fem.Inan	B1	LM	3	диссертаций	Gen.Plur	_	_	_	_
длина	_	N.Fem.Inan	B1	LM	1	длиной	Ins.Sing	_	_	_	_
длина	_	N.Fem.Inan	B1	LM	2	длина	Nom.Sing	_	_	_	_
длина	_	N.Fem.Inan	B1	LM	3	длину	Acc.Sing	_	_	_	_
добавлять	_	V	B1	LM	1	добавляет	Sing.3.Pres/Fut	_	_	_	_
добавлять	_	V	B1	LM	2	добавлять	Inf	_	_	_	_
добавлять	_	V	B1	LM	3	добавляют	Plur.3.Pres/Fut	_	_	_	_
добиваться	_	V	B1	LM	1	добиваться	Inf	_	_	_	_
добиваться	_	V	B1	LM	2	добивается	Sing.3.Pres/Fut	_	_	_	_
добиваться	_	V	B1	LM	3	добиваются	Plur.3.Pres/Fut	_	_	_	_
доброта	_	N.Fem.Inan	B1	LM	1	доброты	Gen.Sing	_	_	_	_
доброта	_	N.Fem.Inan	B1	LM	2	доброта	Nom.Sing	_	_	_	_
доброта	_	N.Fem.Inan	B1	LM	3	доброту	Acc.Sing	_	_	_	_
договариваться	_	V	B1	Golosa, MiP, LM	1	договариваться	Inf	_	_	_	_
договариваться	_	V	B1	Golosa, MiP, LM	2	договаривались	Plur.Past	_	_	_	_
договариваться	_	V	B1	Golosa, MiP, LM	3	договариваются	Plur.3.Pres/Fut	_	_	_	_
доклад	_	N.Masc.Inan	B1	LM	1	докладе	Loc.Sing	_	_	_	_
доклад	_	N.Masc.Inan	B1	LM	2	доклада	Gen.Sing	_	_	_	_
доклад	_	N.Masc.Inan	B1	LM	3	доклад	Acc.Sing	_	_	_	_
документальный	_	A	B1	Golosa, LM	1	документальной	Gen.Fem.Sing	_	_	_	_
документальный	_	A	B1	Golosa, LM	2	документальный	Inan.Acc.Masc.Sing	_	_	_	_
документальный	_	A	B1	Golosa, LM	3	документальное	Nom.Neut.Sing	_	_	_	_
долгий	_	A	B1	LM	1	долгие	Inan.Acc.Plur	_	_	_	_
долгий	_	A	B1	LM	2	долгое	Inan.Acc.Neut.Sing	_	_	_	_
долгий	_	A	B1	LM	3	долгий	Inan.Acc.Masc.Sing	_	_	_	_
доска	_	N.Fem.Inan	B1	Golosa, MiP, LM	1	досок	Gen.Plur	_	_	_	_
доска	_	N.Fem.Inan	B1	Golosa, MiP, LM	2	доска	Nom.Sing	_	_	_	_
доска	_	N.Fem.Inan	B1	Golosa, MiP, LM	3	доски	Acc.Plur	_	_	_	_
достигать	_	V	B1	LM	1	достигает	Sing.3.Pres/Fut	_	_	_	_
достигать	_	V	B1	LM	2	достигают	Plur.3.Pres/Fut	_	_	_	_
достигать	_	V	B1	LM	3	достигать	Inf	_	_	_	_
достижение	_	N.Neut.Inan	B1	LM	1	достижения	Gen.Sing	_	_	_	_
достижение	_	N.Neut.Inan	B1	LM	2	достижение	Nom.Sing	_	_	_	_
достижение	_	N.Neut.Inan	B1	LM	3	достижений	Gen.Plur	_	_	_	_
доходить	_	V	B1	Golosa, LM	1	доходит	Sing.3.Pres/Fut	_	_	_	_
доходить	_	V	B1	Golosa, LM	2	доходили	Plur.Past	_	_	_	_
доходить	_	V	B1	Golosa, LM	3	доходят	Plur.3.Pres/Fut	_	_	_	_
дочка	_	N.Fem.Anim	B1	LM	1	дочка	Nom.Sing	_	_	_	_
дочка	_	N.Fem.Anim	B1	LM	2	дочку	Acc.Sing	_	_	_	_
дочка	_	N.Fem.Anim	B1	LM	3	дочкой	Ins.Sing	_	_	_	_
драма	_	N.Fem.Inan	B1	Golosa, LM	1	драмы	Gen.Sing	_	_	_	_
драма	_	N.Fem.Inan	B1	Golosa, LM	2	драма	Nom.Sing	_	_	_	_
драма	_	N.Fem.Inan	B1	Golosa, LM	3	драму	Acc.Sing	_	_	_	_
древний	_	A	B1	LM	1	древних	Gen.Plur	_	_	_	_
древний	_	A	B1	LM	2	древние	Nom.Plur	_	_	_	_
древний	_	A	B1	LM	3	древней	Gen.Fem.Sing	_	_	_	_
дружеский	_	A	B1	LM	1	дружеские	Nom.Plur	_	_	_	_
дружеский	_	A	B1	LM	2	дружеских	Gen.Plur	_	_	_	_
дружеский	_	A	B1	LM	3	дружеской	Loc.Fem.Sing	_	_	_	_
дружить	_	V	B1	LM	1	дружить	Inf	_	_	_	_
дружить	_	V	B1	LM	2	дружат	Plur.3.Pres/Fut	_	_	_	_
дружить	_	V	B1	LM	3	дружим	Plur.1.Pres/Fut	_	_	_	_
дуть	_	V	B1	LM	1	дул	Masc.Sing.Past	_	_	_	_
дуть	_	V	B1	LM	2	дуют	Plur.3.Pres/Fut	_	_	_	_
дуть	_	V	B1	LM	3	дует	Sing.3.Pres/Fut	_	_	_	_
мюзикл	_	N.Masc.Inan	B1	Golosa, LM	1	мюзиклов	Gen.Plur	_	_	_	_
мюзикл	_	N.Masc.Inan	B1	Golosa, LM	2	мюзикл	Nom.Sing	_	_	_	_
мюзикл	_	N.Masc.Inan	B1	Golosa, LM	3	мюзиклом	Ins.Sing	_	_	_	_
душа	_	N.Fem.Inan	B1	Golosa, MiP, LM	1	души	Gen.Sing	_	_	_	_
душа	_	N.Fem.Inan	B1	Golosa, MiP, LM	2	душу	Acc.Sing	_	_	_	_
душа	_	N.Fem.Inan	B1	Golosa, MiP, LM	3	душе	Loc.Sing	_	_	_	_
дышать	_	V	B1	LM	1	дышать	Inf	_	_	_	_
дышать	_	V	B1	LM	2	дышит	Sing.3.Pres/Fut	_	_	_	_
дышать	_	V	B1	LM	3	дышал	Masc.Sing.Past	_	_	_	_
единый	_	A	B1	LM	1	единой	Gen.Fem.Sing	_	_	_	_
единый	_	A	B1	LM	2	единого	Gen.Masc.Sing	_	_	_	_
единый	_	A	B1	LM	3	единая	Nom.Fem.Sing	_	_	_	_
ежегодный	_	A	B1	LM	1	ежегодные	Nom.Plur	_	_	_	_
ежегодный	_	A	B1	LM	2	ежегодных	Gen.Plur	_	_	_	_
ежегодный	_	A	B1	LM	3	ежегодную	Acc.Fem.Sing	_	_	_	_
бандероль	_	N.Fem.Inan	B1	Golosa, LM	1	бандероль	Acc.Sing	_	_	_	_
бандероль	_	N.Fem.Inan	B1	Golosa, LM	2	бандероли	Acc.Plur	_	_	_	_
ежедневный	_	A	B1	LM	1	ежедневных	Gen.Plur	_	_	_	_
ежедневный	_	A	B1	LM	2	ежедневным	Ins.Masc.Sing	_	_	_	_
ежедневный	_	A	B1	LM	3	ежедневная	Nom.Fem.Sing	_	_	_	_
естественный	_	A	B1	LM	1	естественных	Gen.Plur	_	_	_	_
естественный	_	A	B1	LM	2	естественно	Neut.Sing	_	_	_	_
естественный	_	A	B1	LM	3	естественный	Nom.Masc.Sing	_	_	_	_
жареный	_	A	B1	Golosa, LM	1	жареными	Ins.Plur	_	_	_	_
жареный	_	A	B1	Golosa, LM	2	жареный	Nom.Masc.Sing	_	_	_	_
жареный	_	A	B1	Golosa, LM	3	жареные	Nom.Plur	_	_	_	_
жарить	_	V	B1	LM	1	жарили	Plur.Past	_	_	_	_
жарить	_	V	B1	LM	2	жарила	Fem.Sing.Past	_	_	_	_
жарить	_	V	B1	LM	3	жарят	Plur.3.Pres/Fut	_	_	_	_
железный	_	A	B1	LM	1	железной	Gen.Fem.Sing	_	_	_	_
железный	_	A	B1	LM	2	железные	Nom.Plur	_	_	_	_
железный	_	A	B1	LM	3	железная	Nom.Fem.Sing	_	_	_	_
желудок	_	N.Masc.Inan	B1	LM, Кс	1	желудок	Nom.Sing	_	_	_	_
желудок	_	N.Masc.Inan	B1	LM, Кс	2	желудке	Loc.Sing	_	_	_	_
желудок	_	N.Masc.Inan	B1	LM, Кс	3	желудка	Gen.Sing	_	_	_	_
жених	_	N.Masc.Anim	B1	LM	1	жених	Nom.Sing	_	_	_	_
жених	_	N.Masc.Anim	B1	LM	2	жениху	Dat.Sing	_	_	_	_
жених	_	N.Masc.Anim	B1	LM	3	жениха	Gen.Sing	_	_	_	_
жестокий	_	A	B1	LM	1	жестокие	Nom.Plur	_	_	_	_
жестокий	_	A	B1	LM	2	жестокая	Nom.Fem.Sing	_	_	_	_
жестокий	_	A	B1	LM	3	жестоких	Gen.Plur	_	_	_	_
живот	_	N.Masc.Inan	B1	Golosa, LM, Поехали, Кс	1	живот	Acc.Sing	_	_	_	_
живот	_	N.Masc.Inan	B1	Golosa, LM, Поехали, Кс	2	животе	Loc.Sing	_	_	_	_
живот	_	N.Masc.Inan	B1	Golosa, LM, Поехали, Кс	3	животом	Ins.Sing	_	_	_	_
заболевать	_	V	B1	LM	1	заболевал	Masc.Sing.Past	_	_	_	_
заболевать	_	V	B1	LM	2	заболевает	Sing.3.Pres/Fut	_	_	_	_
заботиться	_	V	B1	Golosa, LM	1	заботиться	Inf	_	_	_	_
заботиться	_	V	B1	Golosa, LM	2	заботится	Sing.3.Pres/Fut	_	_	_	_
заботиться	_	V	B1	Golosa, LM	3	заботятся	Plur.3.Pres/Fut	_	_	_	_
загадка	_	N.Fem.Inan	B1	LM	1	загадка	Nom.Sing	_	_	_	_
загадка	_	N.Fem.Inan	B1	LM	2	загадок	Gen.Plur	_	_	_	_
загадка	_	N.Fem.Inan	B1	LM	3	загадку	Acc.Sing	_	_	_	_
загорать	_	V	B1	Golosa, LM	1	загорать	Inf	_	_	_	_
загорать	_	V	B1	Golosa, LM	2	загорайте	Imper.Plur.2	_	_	_	_
загорать	_	V	B1	Golosa, LM	3	загорала	Fem.Sing.Past	_	_	_	_
заем	_	N.Masc.Inan	B1	LM	1	займы	Nom.Plur	_	_	_	_
заем	_	N.Masc.Inan	B1	LM	2	займов	Gen.Plur	_	_	_	_
заем	_	N.Masc.Inan	B1	LM	3	займах	Loc.Plur	_	_	_	_
зайти	_	V	B1	MiP, LM	1	зашёл	Masc.Sing.Past	_	_	_	_
зайти	_	V	B1	MiP, LM	2	зайти	Inf	_	_	_	_
зайти	_	V	B1	MiP, LM	3	зашли	Plur.Past	_	_	_	_
заказ	_	N.Masc.Inan	B1	LM	1	заказ	Acc.Sing	_	_	_	_
заказ	_	N.Masc.Inan	B1	LM	2	заказов	Gen.Plur	_	_	_	_
заказ	_	N.Masc.Inan	B1	LM	3	заказы	Acc.Plur	_	_	_	_
заканчиваться	_	V	B1	LM	1	заканчивается	Sing.3.Pres/Fut	_	_	_	_
заканчиваться	_	V	B1	LM	2	заканчиваются	Plur.3.Pres/Fut	_	_	_	_
заканчиваться	_	V	B1	LM	3	заканчивались	Plur.Past	_	_	_	_
закричать	_	V	B1	MiP, LM	1	закричал	Masc.Sing.Past	_	_	_	_
закричать	_	V	B1	MiP, LM	2	закричала	Fem.Sing.Past	_	_	_	_
закричать	_	V	B1	MiP, LM	3	закричали	Plur.Past	_	_	_	_
закрываться	_	V	B1	MiP, LM	1	закрывается	Sing.3.Pres/Fut	_	_	_	_
закрываться	_	V	B1	MiP, LM	2	закрываются	Plur.3.Pres/Fut	_	_	_	_
закрываться	_	V	B1	MiP, LM	3	закрываться	Inf	_	_	_	_
закуривать	_	V	B1	LM	1	закуривает	Sing.3.Pres/Fut	_	_	_	_
закуривать	_	V	B1	LM	2	закуривая	Pres/Fut	_	_	_	_
закуривать	_	V	B1	LM	3	закуривают	Plur.3.Pres/Fut	_	_	_	_
закуска	_	N.Fem.Inan	B1	MiP, LM	1	закуску	Acc.Sing	_	_	_	_
закуска	_	N.Fem.Inan	B1	MiP, LM	2	закуска	Nom.Sing	_	_	_	_
закуска	_	N.Fem.Inan	B1	MiP, LM	3	закусок	Gen.Plur	_	_	_	_
заменять	_	V	B1	LM	1	заменяет	Sing.3.Pres/Fut	_	_	_	_
заменять	_	V	B1	LM	2	заменяя	Pres/Fut	_	_	_	_
заменять	_	V	B1	LM	3	заменяю	Sing.1.Pres/Fut	_	_	_	_
замолчать	_	V	B1	LM	1	замолчали	Plur.Past	_	_	_	_
замолчать	_	V	B1	LM	2	замолчи	Imper.Sing.2	_	_	_	_
замолчать	_	V	B1	LM	3	замолчит	Sing.3.Pres/Fut	_	_	_	_
записка	_	N.Fem.Inan	B1	LM	1	записку	Acc.Sing	_	_	_	_
записка	_	N.Fem.Inan	B1	LM	2	записка	Nom.Sing	_	_	_	_
записка	_	N.Fem.Inan	B1	LM	3	записок	Gen.Plur	_	_	_	_
записывать	_	V	B1	Golosa, LM	1	записывал	Masc.Sing.Past	_	_	_	_
записывать	_	V	B1	Golosa, LM	2	записывать	Inf	_	_	_	_
записывать	_	V	B1	Golosa, LM	3	записывали	Plur.Past	_	_	_	_
заплакать	_	V	B1	LM	1	заплакал	Masc.Sing.Past	_	_	_	_
заплакать	_	V	B1	LM	2	заплакала	Fem.Sing.Past	_	_	_	_
заплакать	_	V	B1	LM	3	заплачет	Sing.3.Pres/Fut	_	_	_	_
запрещать	_	V	B1	LM	1	запрещают	Plur.3.Pres/Fut	_	_	_	_
запрещать	_	V	B1	LM	2	запрещать	Inf	_	_	_	_
запрещать	_	V	B1	LM	3	запрещает	Sing.3.Pres/Fut	_	_	_	_
зарплата	_	N.Fem.Inan	B1	LM, Поехали	1	зарплату	Acc.Sing	_	_	_	_
зарплата	_	N.Fem.Inan	B1	LM, Поехали	2	зарплаты	Gen.Sing	_	_	_	_
зарплата	_	N.Fem.Inan	B1	LM, Поехали	3	зарплата	Nom.Sing	_	_	_	_
зарубежный	_	A	B1	LM	1	зарубежных	Gen.Plur	_	_	_	_
зарубежный	_	A	B1	LM	2	зарубежные	Nom.Plur	_	_	_	_
зарубежный	_	A	B1	LM	3	зарубежный	Nom.Masc.Sing	_	_	_	_
засмеяться	_	V	B1	LM	1	засмеялся	Masc.Sing.Past	_	_	_	_
засмеяться	_	V	B1	LM	2	засмеялась	Fem.Sing.Past	_	_	_	_
засмеяться	_	V	B1	LM	3	засмеялись	Plur.Past	_	_	_	_
заходить	_	V	B1	Golosa, MiP, LM	1	заходить	Inf	_	_	_	_
заходить	_	V	B1	Golosa, MiP, LM	2	заходит	Sing.3.Pres/Fut	_	_	_	_
заходить	_	V	B1	Golosa, MiP, LM	3	захожу	Sing.1.Pres/Fut	_	_	_	_
защищать	_	V	B1	LM	1	защищать	Inf	_	_	_	_
защищать	_	V	B1	LM	2	защищает	Sing.3.Pres/Fut	_	_	_	_
защищать	_	V	B1	LM	3	защищал	Masc.Sing.Past	_	_	_	_
заявление	_	N.Neut.Inan	B1	LM	1	заявление	Acc.Sing	_	_	_	_
заявление	_	N.Neut.Inan	B1	LM	2	заявления	Nom.Plur	_	_	_	_
заявление	_	N.Neut.Inan	B1	LM	3	заявлений	Gen.Plur	_	_	_	_
заяц	_	N.Masc.Anim	B1	LM	1	заяц	Nom.Sing	_	_	_	_
заяц	_	N.Masc.Anim	B1	LM	2	зайца	Gen.Sing	_	_	_	_
заяц	_	N.Masc.Anim	B1	LM	3	зайцы	Nom.Plur	_	_	_	_
звезда	_	N.Fem.Inan	B1	LM	1	звёзд	Gen.Plur	_	_	_	_
звезда	_	N.Fem.Inan	B1	LM	2	звезды	Gen.Sing	_	_	_	_
звезда	_	N.Fem.Inan	B1	LM	3	звёзды	Nom.Plur	_	_	_	_
зверь	_	N.Masc.Anim	B1	MiP, LM	1	зверей	Gen.Plur	_	_	_	_
зверь	_	N.Masc.Anim	B1	MiP, LM	2	зверь	Nom.Sing	_	_	_	_
зверь	_	N.Masc.Anim	B1	MiP, LM	3	зверя	Gen.Sing	_	_	_	_
здороваться	_	V	B1	LM	1	здороваюсь	Sing.1.Pres/Fut	_	_	_	_
здороваться	_	V	B1	LM	2	здороваются	Plur.3.Pres/Fut	_	_	_	_
здороваться	_	V	B1	LM	3	здороваться	Inf	_	_	_	_
землетрясение	_	N.Neut.Inan	B1	LM	1	землетрясения	Gen.Sing	_	_	_	_
землетрясение	_	N.Neut.Inan	B1	LM	2	землетрясений	Gen.Plur	_	_	_	_
землетрясение	_	N.Neut.Inan	B1	LM	3	землетрясение	Nom.Sing	_	_	_	_
знакомить	_	V	B1	LM	1	знакомил	Masc.Sing.Past	_	_	_	_
знаменитый	_	A	B1	Golosa, LM	1	знаменитый	Nom.Masc.Sing	_	_	_	_
знаменитый	_	A	B1	Golosa, LM	2	знаменитых	Gen.Plur	_	_	_	_
знаменитый	_	A	B1	Golosa, LM	3	знаменитым	Ins.Masc.Sing	_	_	_	_
знание	_	N.Neut.Inan	B1	LM	1	знаний	Gen.Plur	_	_	_	_
знание	_	N.Neut.Inan	B1	LM	2	знание	Nom.Sing	_	_	_	_
знание	_	N.Neut.Inan	B1	LM	3	знания	Gen.Sing	_	_	_	_
зрение	_	N.Neut.Inan	B1	LM	1	зрения	Gen.Sing	_	_	_	_
зритель	_	N.Masc.Anim	B1	LM	1	зрителей	Gen.Plur	_	_	_	_
зритель	_	N.Masc.Anim	B1	LM	2	зритель	Nom.Sing	_	_	_	_
зритель	_	N.Masc.Anim	B1	LM	3	зрители	Nom.Plur	_	_	_	_
азиатский	_	A	B1	LM	1	азиатской	Ins.Fem.Sing	_	_	_	_
азиатский	_	A	B1	LM	2	азиатских	Anim.Acc.Plur	_	_	_	_
азиатский	_	A	B1	LM	3	азиатские	Nom.Plur	_	_	_	_
языкознание	_	N.Neut.Inan	B1	LM	1	языкознания	Gen.Sing	_	_	_	_
языкознание	_	N.Neut.Inan	B1	LM	2	языкознание	Nom.Sing	_	_	_	_
языкознание	_	N.Neut.Inan	B1	LM	3	языкознанию	Dat.Sing	_	_	_	_
зубной	_	A	B1	Golosa, LM	1	зубную	Acc.Fem.Sing	_	_	_	_
зубной	_	A	B1	Golosa, LM	2	зубных	Gen.Plur	_	_	_	_
зубной	_	A	B1	Golosa, LM	3	зубному	Dat.Masc.Sing	_	_	_	_
идея	_	N.Fem.Inan	B1	LM	1	идея	Nom.Sing	_	_	_	_
идея	_	N.Fem.Inan	B1	LM	2	идей	Gen.Plur	_	_	_	_
идея	_	N.Fem.Inan	B1	LM	3	идею	Acc.Sing	_	_	_	_
изменяться	_	V	B1	LM	1	изменяется	Sing.3.Pres/Fut	_	_	_	_
изменяться	_	A	B1	LM	2	изменяющихся	Gen.Plur	_	_	_	_
изменяться	_	V	B1	LM	3	изменяются	Plur.3.Pres/Fut	_	_	_	_
изображать	_	V	B1	LM	1	изображает	Sing.3.Pres/Fut	_	_	_	_
изображать	_	V	B1	LM	2	изображать	Inf	_	_	_	_
изображать	_	A	B1	LM	3	изображающие	Acc.Plur	_	_	_	_
захотеть	_	V	B1	LM	1	захочет	Sing.3.Pres/Fut	_	_	_	_
захотеть	_	V	B1	LM	2	захотел	Masc.Sing.Past	_	_	_	_
захотеть	_	V	B1	LM	3	захотели	Plur.Past	_	_	_	_
изучение	_	N.Neut.Inan	B1	LM	1	изучения	Gen.Sing	_	_	_	_
изучение	_	N.Neut.Inan	B1	LM	2	изучение	Nom.Sing	_	_	_	_
изучение	_	N.Neut.Inan	B1	LM	3	изучению	Dat.Sing	_	_	_	_
иметь	_	V	B1	Golosa, LM	1	имеет	Sing.3.Pres/Fut	_	_	_	_
иметь	_	V	B1	Golosa, LM	2	иметь	Inf	_	_	_	_
иметь	_	V	B1	Golosa, LM	3	имеют	Plur.3.Pres/Fut	_	_	_	_
импорт	_	N.Masc.Inan	B1	MiP, LM	1	импортом	Ins.Sing	_	_	_	_
импорт	_	N.Masc.Inan	B1	MiP, LM	2	импорта	Gen.Sing	_	_	_	_
импорт	_	N.Masc.Inan	B1	MiP, LM	3	импорт	Nom.Sing	_	_	_	_
интересовать	_	V	B1	MiP, LM	1	интересует	Sing.3.Pres/Fut	_	_	_	_
интересовать	_	V	B1	MiP, LM	2	интересуют	Plur.3.Pres/Fut	_	_	_	_
интересовать	_	V	B1	MiP, LM	3	интересовало	Neut.Sing.Past	_	_	_	_
интернациональный	_	A	B1	LM	1	интернациональный	Nom.Masc.Sing	_	_	_	_
интернациональный	_	A	B1	LM	2	интернациональные	Nom.Plur	_	_	_	_
интернациональный	_	A	B1	LM	3	интернациональной	Ins.Fem.Sing	_	_	_	_
миллиард	_	N.Masc.Inan	B1	LM	1	млрд	Gen.Plur	_	_	_	_
миллиард	_	N.Masc.Inan	B1	LM	2	миллиардов	Gen.Plur	_	_	_	_
миллиард	_	N.Masc.Inan	B1	LM	3	миллиарда	Gen.Sing	_	_	_	_
интонация	_	N.Fem.Inan	B1	LM	1	интонацией	Ins.Sing	_	_	_	_
интонация	_	N.Fem.Inan	B1	LM	2	интонациями	Ins.Plur	_	_	_	_
