Lemma	Eng Gloss	POS	Level	Word source	Ex. ID	Form 	Analysis	Example Sentence	Translation	Reference	Topic(s)
ветчина	_	N.Fem.Inan	B2	LM, МН	1	ветчина	Nom.Sing	_	_	_	_
вечеринка	_	N.Fem.Inan	B2	LM	1	вечеринок	Gen.Plur	_	_	_	_
вечеринка	_	N.Fem.Inan	B2	LM	2	вечеринку	Acc.Sing	_	_	_	_
вечеринка	_	N.Fem.Inan	B2	LM	3	вечеринках	Loc.Plur	_	_	_	_
вечный	_	A	B2	LM	1	вечная	Nom.Fem.Sing	_	_	_	_
вечный	_	A	B2	LM	2	вечную	Acc.Fem.Sing	_	_	_	_
вечный	_	A	B2	LM	3	вечный	Nom.Masc.Sing	_	_	_	_
вешалка	_	N.Fem.Inan	B2	LM	1	вешалки	Gen.Sing	_	_	_	_
вешалка	_	N.Fem.Inan	B2	LM	2	вешалку	Acc.Sing	_	_	_	_
вешалка	_	N.Fem.Inan	B2	LM	3	вешалкой	Ins.Sing	_	_	_	_
взаимный	_	A	B2	LM	1	взаимной	Gen.Fem.Sing	_	_	_	_
взаимный	_	A	B2	LM	2	взаимном	Loc.Neut.Sing	_	_	_	_
взаимный	_	A	B2	LM	3	взаимная	Nom.Fem.Sing	_	_	_	_
взаимодействие	_	N.Neut.Inan	B2	LM	1	взаимодействия	Gen.Sing	_	_	_	_
взаимодействие	_	N.Neut.Inan	B2	LM	2	взаимодействие	Nom.Sing	_	_	_	_
взаимодействие	_	N.Neut.Inan	B2	LM	3	взаимодействии	Loc.Sing	_	_	_	_
взаимосвязь	_	N.Fem.Inan	B2	LM	1	взаимосвязь	Nom.Sing	_	_	_	_
взаимосвязь	_	N.Fem.Inan	B2	LM	2	взаимосвязи	Gen.Sing	_	_	_	_
взаимосвязь	_	N.Fem.Inan	B2	LM	3	взаимосвязях	Loc.Plur	_	_	_	_
взвешивать	_	V	B2	LM	1	взвешивал	Masc.Sing.Past	_	_	_	_
взволновать	_	A	B2	LM	1	взволнован	Masc.Sing	_	_	_	_
взволновать	_	A	B2	LM	2	взволнованный	Nom.Masc.Sing	_	_	_	_
взволновать	_	A	B2	LM	3	взволнованное	Nom.Neut.Sing	_	_	_	_
вздрагивать	_	V	B2	LM	1	вздрагивал	Masc.Sing.Past	_	_	_	_
вздрагивать	_	V	B2	LM	2	вздрагивает	Sing.3.Pres/Fut	_	_	_	_
вздрагивать	_	V	B2	LM	3	вздрагивая	Pres/Fut	_	_	_	_
вздыхать	_	V	B2	LM	1	вздыхает	Sing.3.Pres/Fut	_	_	_	_
вздыхать	_	V	B2	LM	2	вздыхала	Fem.Sing.Past	_	_	_	_
вздыхать	_	V	B2	LM	3	вздыхали	Plur.Past	_	_	_	_
взлетать	_	V	B2	LM	1	взлетают	Plur.3.Pres/Fut	_	_	_	_
взлетать	_	V	B2	LM	2	взлетаю	Sing.1.Pres/Fut	_	_	_	_
взлетать	_	V	B2	LM	3	взлетает	Sing.3.Pres/Fut	_	_	_	_
взрыв	_	N.Masc.Inan	B2	LM	1	взрыв	Nom.Sing	_	_	_	_
взрыв	_	N.Masc.Inan	B2	LM	2	взрыва	Gen.Sing	_	_	_	_
взрыв	_	N.Masc.Inan	B2	LM	3	взрывов	Gen.Plur	_	_	_	_
взрывать	_	V	B2	LM	1	взрывают	Plur.3.Pres/Fut	_	_	_	_
взрывать	_	V	B2	LM	2	взрывать	Inf	_	_	_	_
взрывать	_	V	B2	LM	3	взрывая	Pres/Fut	_	_	_	_
взятка	_	N.Fem.Inan	B2	LM	1	взятки	Acc.Plur	_	_	_	_
взятка	_	N.Fem.Inan	B2	LM	2	взятку	Acc.Sing	_	_	_	_
взятка	_	N.Fem.Inan	B2	LM	3	взятка	Nom.Sing	_	_	_	_
взяться	_	V	B2	LM	1	взялся	Masc.Sing.Past	_	_	_	_
взяться	_	V	B2	LM	2	взялась	Fem.Sing.Past	_	_	_	_
взяться	_	V	B2	LM	3	взялись	Plur.Past	_	_	_	_
видеокамера	_	N.Fem.Inan	B2	Golosa, LM	1	видеокамеру	Acc.Sing	_	_	_	_
видеокамера	_	N.Fem.Inan	B2	Golosa, LM	2	видеокамерой	Ins.Sing	_	_	_	_
видеокамера	_	N.Fem.Inan	B2	Golosa, LM	3	видео	Gen.Plur	_	_	_	_
видеомагнитофон	_	N.Masc.Inan	B2	LM	1	видеомагнитофон	Acc.Sing	_	_	_	_
видеомагнитофон	_	N.Masc.Inan	B2	LM	2	видеомагнитофона	Gen.Sing	_	_	_	_
видеться	_	V	B2	MiP, LM	1	видится	Sing.3.Pres/Fut	_	_	_	_
видеться	_	V	B2	MiP, LM	2	виделось	Neut.Sing.Past	_	_	_	_
видеться	_	V	B2	MiP, LM	3	виделись	Plur.Past	_	_	_	_
видный	_	A	B2	LM	1	видно	Neut.Sing	_	_	_	_
видный	_	A	B2	LM	2	видны	Plur	_	_	_	_
видный	_	A	B2	LM	3	видна	Fem.Sing	_	_	_	_
визит	_	N.Masc.Inan	B2	LM	1	визита	Gen.Sing	_	_	_	_
визит	_	N.Masc.Inan	B2	LM	2	визит	Nom.Sing	_	_	_	_
визит	_	N.Masc.Inan	B2	LM	3	визитом	Ins.Sing	_	_	_	_
визитка	_	N.Fem.Inan	B2	LM	1	визитки	Acc.Plur	_	_	_	_
виноватый	_	A	B2	LM	1	виноват	Masc.Sing	_	_	_	_
виноватый	_	A	B2	LM	2	виновата	Fem.Sing	_	_	_	_
виноватый	_	A	B2	LM	3	виноваты	Plur	_	_	_	_
вирус	_	N.Masc.Inan	B2	LM	1	вируса	Gen.Sing	_	_	_	_
вирус	_	N.Masc.Inan	B2	LM	2	вирусов	Gen.Plur	_	_	_	_
вирус	_	N.Masc.Inan	B2	LM	3	вирус	Nom.Sing	_	_	_	_
висок	_	N.Masc.Inan	B2	LM	1	виску	Dat.Sing	_	_	_	_
висок	_	N.Masc.Inan	B2	LM	2	висок	Acc.Sing	_	_	_	_
висок	_	N.Masc.Inan	B2	LM	3	висков	Gen.Plur	_	_	_	_
витамин	_	N.Masc.Inan	B2	LM	1	витамина	Gen.Sing	_	_	_	_
витамин	_	N.Masc.Inan	B2	LM	2	витамин	Nom.Sing	_	_	_	_
витамин	_	N.Masc.Inan	B2	LM	3	витаминов	Gen.Plur	_	_	_	_
витрина	_	N.Fem.Inan	B2	LM	1	витрины	Gen.Sing	_	_	_	_
витрина	_	N.Fem.Inan	B2	LM	2	витринах	Loc.Plur	_	_	_	_
витрина	_	N.Fem.Inan	B2	LM	3	витриной	Ins.Sing	_	_	_	_
вишня	_	N.Fem.Inan	B2	LM	1	вишня	Nom.Sing	_	_	_	_
вишня	_	N.Fem.Inan	B2	LM	2	вишни	Gen.Sing	_	_	_	_
вишня	_	N.Fem.Inan	B2	LM	3	вишню	Acc.Sing	_	_	_	_
вкладывать	_	V	B2	LM	1	вкладывать	Inf	_	_	_	_
вкладывать	_	V	B2	LM	2	вкладывает	Sing.3.Pres/Fut	_	_	_	_
вкладывать	_	V	B2	LM	3	вкладывают	Plur.3.Pres/Fut	_	_	_	_
вкус	_	N.Masc.Inan	B2	LM	1	вкус	Acc.Sing	_	_	_	_
вкус	_	N.Masc.Inan	B2	LM	2	вкусом	Ins.Sing	_	_	_	_
вкус	_	N.Masc.Inan	B2	LM	3	вкусу	Dat.Sing	_	_	_	_
владелец	_	N.Masc.Anim	B2	LM	1	владелец	Nom.Sing	_	_	_	_
владелец	_	N.Masc.Anim	B2	LM	2	владельцы	Nom.Plur	_	_	_	_
владелец	_	N.Masc.Anim	B2	LM	3	владельцем	Ins.Sing	_	_	_	_
владеть	_	V	B2	LM	1	владеет	Sing.3.Pres/Fut	_	_	_	_
владеть	_	V	B2	LM	2	владеть	Inf	_	_	_	_
владеть	_	V	B2	LM	3	владел	Masc.Sing.Past	_	_	_	_
влажный	_	A	B2	LM	1	влажных	Gen.Plur	_	_	_	_
влажный	_	A	B2	LM	2	влажным	Ins.Masc.Sing	_	_	_	_
влажный	_	A	B2	LM	3	влажный	Nom.Masc.Sing	_	_	_	_
властный	_	A	B2	LM	1	властными	Ins.Plur	_	_	_	_
властный	_	A	B2	LM	2	властной	Gen.Fem.Sing	_	_	_	_
властный	_	A	B2	LM	3	властных	Gen.Plur	_	_	_	_
влетать	_	V	B2	LM	1	влетала	Fem.Sing.Past	_	_	_	_
влетать	_	V	B2	LM	2	влетает	Sing.3.Pres/Fut	_	_	_	_
влетать	_	V	B2	LM	3	влетая	Pres/Fut	_	_	_	_
влияние	_	N.Neut.Inan	B2	LM	1	влияние	Acc.Sing	_	_	_	_
влияние	_	N.Neut.Inan	B2	LM	2	влияния	Gen.Sing	_	_	_	_
влияние	_	N.Neut.Inan	B2	LM	3	влиянием	Ins.Sing	_	_	_	_
влиять	_	V	B2	LM	1	влияют	Plur.3.Pres/Fut	_	_	_	_
влиять	_	V	B2	LM	2	влияет	Sing.3.Pres/Fut	_	_	_	_
влиять	_	V	B2	LM	3	влиять	Inf	_	_	_	_
влюбленный	_	A	B2	MiP, LM	1	влюблён	Masc.Sing	_	_	_	_
влюбленный	_	A	B2	MiP, LM	2	влюблена	Fem.Sing	_	_	_	_
влюбленный	_	A	B2	MiP, LM	3	влюблены	Plur	_	_	_	_
влюбляться	_	V	B2	LM	1	влюбляться	Inf	_	_	_	_
влюбляться	_	V	B2	LM	2	влюбляется	Sing.3.Pres/Fut	_	_	_	_
влюбляться	_	V	B2	LM	3	влюблялись	Plur.Past	_	_	_	_
вмешиваться	_	V	B2	LM	1	вмешиваться	Inf	_	_	_	_
вмешиваться	_	V	B2	LM	2	вмешивается	Sing.3.Pres/Fut	_	_	_	_
вмешиваться	_	V	B2	LM	3	вмешиваются	Plur.3.Pres/Fut	_	_	_	_
внезапный	_	A	B2	LM	1	внезапной	Ins.Fem.Sing	_	_	_	_
внезапный	_	A	B2	LM	2	внезапную	Acc.Fem.Sing	_	_	_	_
внезапный	_	A	B2	LM	3	внезапным	Ins.Neut.Sing	_	_	_	_
внешний	_	A	B2	LM	1	внешних	Gen.Plur	_	_	_	_
внешний	_	A	B2	LM	2	внешней	Gen.Fem.Sing	_	_	_	_
внешний	_	A	B2	LM	3	внешний	Nom.Masc.Sing	_	_	_	_
вносить	_	V	B2	LM	1	вносит	Sing.3.Pres/Fut	_	_	_	_
вносить	_	V	B2	LM	2	вносят	Plur.3.Pres/Fut	_	_	_	_
вносить	_	V	B2	LM	3	вносить	Inf	_	_	_	_
внутренний	_	A	B2	LM	1	внутренней	Gen.Fem.Sing	_	_	_	_
внутренний	_	A	B2	LM	2	внутренних	Gen.Plur	_	_	_	_
внутренний	_	A	B2	LM	3	внутренняя	Nom.Fem.Sing	_	_	_	_
водитель	_	N.Masc.Anim	B2	Golosa, LM	1	водитель	Nom.Sing	_	_	_	_
водитель	_	N.Masc.Anim	B2	Golosa, LM	2	водителя	Gen.Sing	_	_	_	_
водитель	_	N.Masc.Anim	B2	Golosa, LM	3	водителем	Ins.Sing	_	_	_	_
водопад	_	N.Masc.Inan	B2	LM	1	водопады	Acc.Plur	_	_	_	_
водопад	_	N.Masc.Inan	B2	LM	2	водопадом	Ins.Sing	_	_	_	_
водопад	_	N.Masc.Inan	B2	LM	3	водопад	Nom.Sing	_	_	_	_
водопроводный	_	A	B2	LM	1	водопроводная	Nom.Fem.Sing	_	_	_	_
возглавлять	_	V	B2	LM	1	возглавлял	Masc.Sing.Past	_	_	_	_
возглавлять	_	V	B2	LM	2	возглавляет	Sing.3.Pres/Fut	_	_	_	_
возглавлять	_	A	B2	LM	3	возглавляющий	Nom.Masc.Sing	_	_	_	_
возможность	_	N.Fem.Inan	B2	Golosa, LM	1	возможность	Acc.Sing	_	_	_	_
возможность	_	N.Fem.Inan	B2	Golosa, LM	2	возможности	Gen.Sing	_	_	_	_
возможность	_	N.Fem.Inan	B2	Golosa, LM	3	возможностей	Gen.Plur	_	_	_	_
возможный	_	A	B2	LM	1	возможно	Neut.Sing	_	_	_	_
возможный	_	A	B2	LM	2	возможных	Gen.Plur	_	_	_	_
возможный	_	A	B2	LM	3	возможны	Plur	_	_	_	_
возмущаться	_	V	B2	LM	1	возмущается	Sing.3.Pres/Fut	_	_	_	_
возмущаться	_	V	B2	LM	2	возмущался	Masc.Sing.Past	_	_	_	_
возмущаться	_	V	B2	LM	3	возмущаясь	Pres/Fut	_	_	_	_
возражать	_	V	B2	LM	1	возражал	Masc.Sing.Past	_	_	_	_
возражать	_	V	B2	LM	2	возражаю	Sing.1.Pres/Fut	_	_	_	_
возражать	_	V	B2	LM	3	возражали	Plur.Past	_	_	_	_
волновать	_	V	B2	LM	1	волнует	Sing.3.Pres/Fut	_	_	_	_
волновать	_	V	B2	LM	2	волнуют	Plur.3.Pres/Fut	_	_	_	_
волновать	_	V	B2	LM	3	волновало	Neut.Sing.Past	_	_	_	_
возражение	_	N.Neut.Inan	B2	LM	1	возражений	Gen.Plur	_	_	_	_
возражение	_	N.Neut.Inan	B2	LM	2	возражения	Nom.Plur	_	_	_	_
возражение	_	N.Neut.Inan	B2	LM	3	возражение	Acc.Sing	_	_	_	_
возрождение	_	N.Neut.Inan	B2	LM	1	возрождения	Gen.Sing	_	_	_	_
возрождение	_	N.Neut.Inan	B2	LM	2	возрождение	Nom.Sing	_	_	_	_
возрождение	_	N.Neut.Inan	B2	LM	3	возрождению	Dat.Sing	_	_	_	_
волевой	_	A	B2	LM	1	волевых	Gen.Plur	_	_	_	_
волевой	_	A	B2	LM	2	волевые	Nom.Plur	_	_	_	_
волевой	_	A	B2	LM	3	волевого	Gen.Neut.Sing	_	_	_	_
волейболистка	_	N.Fem.Anim	B2	LM	1	волейболистки	Nom.Plur	_	_	_	_
волна	_	N.Fem.Inan	B2	LM	1	волны	Nom.Plur	_	_	_	_
волна	_	N.Fem.Inan	B2	LM	2	волн	Gen.Plur	_	_	_	_
волна	_	N.Fem.Inan	B2	LM	3	волна	Nom.Sing	_	_	_	_
волнение	_	N.Neut.Inan	B2	LM	1	волнения	Gen.Sing	_	_	_	_
волнение	_	N.Neut.Inan	B2	LM	2	волнением	Ins.Sing	_	_	_	_
волнение	_	N.Neut.Inan	B2	LM	3	волнений	Gen.Plur	_	_	_	_
воображение	_	N.Neut.Inan	B2	LM	1	воображения	Gen.Sing	_	_	_	_
воображение	_	N.Neut.Inan	B2	LM	2	воображении	Loc.Sing	_	_	_	_
воображение	_	N.Neut.Inan	B2	LM	3	воображение	Acc.Sing	_	_	_	_
воровать	_	V	B2	LM	1	воровать	Inf	_	_	_	_
воровать	_	V	B2	LM	2	воровали	Plur.Past	_	_	_	_
воровать	_	V	B2	LM	3	воруют	Plur.3.Pres/Fut	_	_	_	_
вор	_	N.Masc.Anim	B2	LM	1	воры	Nom.Plur	_	_	_	_
вор	_	N.Masc.Anim	B2	LM	2	воров	Gen.Plur	_	_	_	_
вор	_	N.Masc.Anim	B2	LM	3	вор	Nom.Sing	_	_	_	_
воробей	_	N.Masc.Anim	B2	LM	1	воробей	Nom.Sing	_	_	_	_
воробей	_	N.Masc.Anim	B2	LM	2	воробьям	Dat.Plur	_	_	_	_
воробей	_	N.Masc.Anim	B2	LM	3	воробьи	Nom.Plur	_	_	_	_
ворчать	_	V	B2	LM	1	ворчит	Sing.3.Pres/Fut	_	_	_	_
ворчать	_	V	B2	LM	2	ворчать	Inf	_	_	_	_
ворчать	_	V	B2	LM	3	ворчу	Sing.1.Pres/Fut	_	_	_	_
ворона	_	N.Fem.Anim	B2	LM	1	вороны	Nom.Plur	_	_	_	_
ворона	_	N.Fem.Anim	B2	LM	2	воронам	Dat.Plur	_	_	_	_
ворона	_	N.Fem.Anim	B2	LM	3	ворону	Acc.Sing	_	_	_	_
ворота	_	N.Inan	B2	LM	1	ворота	Acc.Plur	_	_	_	_
ворота	_	N.Inan	B2	LM	2	ворот	Gen.Plur	_	_	_	_
ворота	_	N.Inan	B2	LM	3	воротах	Loc.Plur	_	_	_	_
воротник	_	N.Masc.Inan	B2	LM, Кс	1	воротник	Acc.Sing	_	_	_	_
воротник	_	N.Masc.Inan	B2	LM, Кс	2	воротником	Ins.Sing	_	_	_	_
воротник	_	N.Masc.Inan	B2	LM, Кс	3	воротника	Gen.Sing	_	_	_	_
восстанавливать	_	V	B2	LM	1	восстанавливая	Pres/Fut	_	_	_	_
восстанавливать	_	A	B2	LM	2	восстанавливающий	Nom.Masc.Sing	_	_	_	_
восстанавливать	_	V	B2	LM	3	восстанавливают	Plur.3.Pres/Fut	_	_	_	_
воскресный	_	A	B2	LM	1	воскресный	Nom.Masc.Sing	_	_	_	_
воскресный	_	A	B2	LM	2	воскресная	Nom.Fem.Sing	_	_	_	_
воскресный	_	A	B2	LM	3	воскресном	Loc.Neut.Sing	_	_	_	_
воспитанный	_	A	B2	LM	1	воспитанными	Ins.Plur	_	_	_	_
воспитанный	_	A	B2	LM	2	воспитанного	Anim.Acc.Masc.Sing	_	_	_	_
воспитанный	_	A	B2	LM	3	воспитана	Fem.Sing	_	_	_	_
восхищаться	_	V	B2	LM	1	восхищаться	Inf	_	_	_	_
восхищаться	_	V	B2	LM	2	восхищаюсь	Sing.1.Pres/Fut	_	_	_	_
восхищаться	_	V	B2	LM	3	восхищались	Plur.Past	_	_	_	_
восстание	_	N.Neut.Inan	B2	LM	1	восстания	Gen.Sing	_	_	_	_
восстание	_	N.Neut.Inan	B2	LM	2	восстание	Nom.Sing	_	_	_	_
восходить	_	V	B2	LM	1	восходит	Sing.3.Pres/Fut	_	_	_	_
восходить	_	V	B2	LM	2	восходят	Plur.3.Pres/Fut	_	_	_	_
восходить	_	V	B2	LM	3	восходила	Fem.Sing.Past	_	_	_	_
впечатлительный	_	A	B2	LM	1	впечатлительных	Gen.Plur	_	_	_	_
впечатлительный	_	A	B2	LM	2	впечатлительные	Nom.Plur	_	_	_	_
впускать	_	V	B2	LM	1	впускать	Inf	_	_	_	_
впускать	_	V	B2	LM	2	впускала	Fem.Sing.Past	_	_	_	_
враждовать	_	A	B2	LM	1	враждующих	Gen.Plur	_	_	_	_
враждовать	_	A	B2	LM	2	враждующими	Ins.Plur	_	_	_	_
враждовать	_	V	B2	LM	3	враждовали	Plur.Past	_	_	_	_
враждебный	_	A	B2	LM	1	враждебную	Acc.Fem.Sing	_	_	_	_
враждебный	_	A	B2	LM	2	враждебных	Gen.Plur	_	_	_	_
враждебный	_	A	B2	LM	3	враждебным	Ins.Neut.Sing	_	_	_	_
врать	_	V	B2	LM	1	вру	Sing.1.Pres/Fut	_	_	_	_
врать	_	V	B2	LM	2	врёшь	Sing.2.Pres/Fut	_	_	_	_
врать	_	V	B2	LM	3	врут	Plur.3.Pres/Fut	_	_	_	_
вратарь	_	N.Masc.Anim	B2	LM	1	вратарь	Nom.Sing	_	_	_	_
вратарь	_	N.Masc.Anim	B2	LM	2	вратаря	Acc.Sing	_	_	_	_
вратарь	_	N.Masc.Anim	B2	LM	3	вратарём	Ins.Sing	_	_	_	_
вручать	_	V	B2	LM	1	вручал	Masc.Sing.Past	_	_	_	_
вручать	_	V	B2	LM	2	вручают	Plur.3.Pres/Fut	_	_	_	_
вручать	_	V	B2	LM	3	вручала	Fem.Sing.Past	_	_	_	_
вред	_	N.Masc.Inan	B2	LM	1	вред	Acc.Sing	_	_	_	_
вред	_	N.Masc.Inan	B2	LM	2	вреда	Gen.Sing	_	_	_	_
вред	_	N.Masc.Inan	B2	LM	3	вреде	Loc.Sing	_	_	_	_
временный	_	A	B2	LM	1	временных	Gen.Plur	_	_	_	_
временный	_	A	B2	LM	2	временные	Nom.Plur	_	_	_	_
временный	_	A	B2	LM	3	временный	Nom.Masc.Sing	_	_	_	_
всемирный	_	A	B2	LM	1	всемирного	Gen.Masc.Sing	_	_	_	_
всемирный	_	A	B2	LM	2	всемирной	Gen.Fem.Sing	_	_	_	_
всемирный	_	A	B2	LM	3	всемирный	Nom.Masc.Sing	_	_	_	_
всеобщий	_	A	B2	LM	1	всеобщий	Nom.Masc.Sing	_	_	_	_
всеобщий	_	A	B2	LM	2	всеобщее	Inan.Acc.Neut.Sing	_	_	_	_
всеобщий	_	A	B2	LM	3	всеобщим	Dat.Plur	_	_	_	_
всесторонний	_	A	B2	LM	1	всестороннего	Gen.Neut.Sing	_	_	_	_
всесторонний	_	A	B2	LM	2	всестороннюю	Acc.Fem.Sing	_	_	_	_
всесторонний	_	A	B2	LM	3	всесторонних	Gen.Plur	_	_	_	_
всматриваться	_	V	B2	LM	1	всматривается	Sing.3.Pres/Fut	_	_	_	_
всматриваться	_	V	B2	LM	2	всматриваться	Inf	_	_	_	_
всматриваться	_	V	B2	LM	3	всматриваюсь	Sing.1.Pres/Fut	_	_	_	_
вставлять	_	V	B2	LM	1	вставлять	Inf	_	_	_	_
вставлять	_	V	B2	LM	2	вставлял	Masc.Sing.Past	_	_	_	_
вставлять	_	V	B2	LM	3	вставляет	Sing.3.Pres/Fut	_	_	_	_
вступать	_	V	B2	LM	1	вступать	Inf	_	_	_	_
вступать	_	V	B2	LM	2	вступает	Sing.3.Pres/Fut	_	_	_	_
вступать	_	V	B2	LM	3	вступают	Plur.3.Pres/Fut	_	_	_	_
въезжать	_	V	B2	Golosa, LM	1	въезжаешь	Sing.2.Pres/Fut	_	_	_	_
въезжать	_	V	B2	Golosa, LM	2	въезжает	Sing.3.Pres/Fut	_	_	_	_
вступление	_	N.Neut.Inan	B2	LM	1	вступления	Gen.Sing	_	_	_	_
вступление	_	N.Neut.Inan	B2	LM	2	вступление	Nom.Sing	_	_	_	_
вступление	_	N.Neut.Inan	B2	LM	3	вступлению	Dat.Sing	_	_	_	_
вуз	_	N.Masc.Inan	B2	Golosa, LM	1	вузы	Acc.Plur	_	_	_	_
вуз	_	N.Masc.Inan	B2	Golosa, LM	2	вузов	Gen.Plur	_	_	_	_
вуз	_	N.Masc.Inan	B2	Golosa, LM	3	вузе	Loc.Sing	_	_	_	_
вулкан	_	N.Masc.Inan	B2	LM	1	вулканов	Gen.Plur	_	_	_	_
вульгарный	_	A	B2	LM	1	вульгарном	Loc.Masc.Sing	_	_	_	_
вульгарный	_	A	B2	LM	2	вульгарного	Gen.Neut.Sing	_	_	_	_
вульгарный	_	A	B2	LM	3	вульгарный	Nom.Masc.Sing	_	_	_	_
выбегать	_	V	B2	LM	1	выбегает	Sing.3.Pres/Fut	_	_	_	_
выбегать	_	V	B2	LM	2	выбегают	Plur.3.Pres/Fut	_	_	_	_
выбегать	_	V	B2	LM	3	выбегали	Plur.Past	_	_	_	_
выбрасывать	_	V	B2	LM	1	выбрасывать	Inf	_	_	_	_
выбрасывать	_	V	B2	LM	2	выбрасывая	Pres/Fut	_	_	_	_
выбрасывать	_	V	B2	LM	3	выбрасывают	Plur.3.Pres/Fut	_	_	_	_
выбор	_	N.Masc.Inan	B2	Golosa, LM	1	выбора	Gen.Sing	_	_	_	_
выбор	_	N.Masc.Inan	B2	Golosa, LM	2	выбор	Nom.Sing	_	_	_	_
выбор	_	N.Masc.Inan	B2	Golosa, LM	3	выборе	Loc.Sing	_	_	_	_
выборы	_	N.Inan	B2	LM, Поехали	1	выборах	Loc.Plur	_	_	_	_
выборы	_	N.Inan	B2	LM, Поехали	2	выборов	Gen.Plur	_	_	_	_
выборы	_	N.Inan	B2	LM, Поехали	3	выборы	Acc.Plur	_	_	_	_
выводить	_	V	B2	LM	1	выводит	Sing.3.Pres/Fut	_	_	_	_
выводить	_	V	B2	LM	2	выводить	Inf	_	_	_	_
выводить	_	V	B2	LM	3	выводят	Plur.3.Pres/Fut	_	_	_	_
вывод	_	N.Masc.Inan	B2	LM	1	выводу	Dat.Sing	_	_	_	_
вывод	_	N.Masc.Inan	B2	LM	2	вывод	Nom.Sing	_	_	_	_
вывод	_	N.Masc.Inan	B2	LM	3	вывода	Gen.Sing	_	_	_	_
вывозить	_	V	B2	LM	1	вывозят	Plur.3.Pres/Fut	_	_	_	_
вывозить	_	V	B2	LM	2	вывозить	Inf	_	_	_	_
вывозить	_	A	B2	LM	3	вывозимых	Gen.Plur	_	_	_	_
вывоз	_	N.Masc.Inan	B2	LM	1	вывоз	Nom.Sing	_	_	_	_
вывоз	_	N.Masc.Inan	B2	LM	2	вывозе	Loc.Sing	_	_	_	_
вывоз	_	N.Masc.Inan	B2	LM	3	вывоза	Gen.Sing	_	_	_	_
выгонять	_	V	B2	LM	1	выгоняют	Plur.3.Pres/Fut	_	_	_	_
выгонять	_	V	B2	LM	2	выгонял	Masc.Sing.Past	_	_	_	_
выгонять	_	V	B2	LM	3	выгоняет	Sing.3.Pres/Fut	_	_	_	_
выдавать	_	V	B2	LM	1	выдавать	Inf	_	_	_	_
выдавать	_	V	B2	LM	2	выдаёт	Sing.3.Pres/Fut	_	_	_	_
выдавать	_	V	B2	LM	3	выдают	Plur.3.Pres/Fut	_	_	_	_
выгодный	_	A	B2	LM	1	выгодно	Neut.Sing	_	_	_	_
выгодный	_	A	B2	LM	2	выгоднее	Comp	_	_	_	_
выгодный	_	A	B2	LM	3	выгодны	Plur	_	_	_	_
выживать	_	V	B2	LM	1	выживать	Inf	_	_	_	_
выживать	_	V	B2	LM	2	выживают	Plur.3.Pres/Fut	_	_	_	_
выживать	_	V	B2	LM	3	выживай	Imper.Sing.2	_	_	_	_
вылетать	_	V	B2	LM	1	вылетают	Plur.3.Pres/Fut	_	_	_	_
вылетать	_	A	B2	LM	2	вылетающий	Nom.Masc.Sing	_	_	_	_
вылетать	_	A	B2	LM	3	вылетающем	Loc.Masc.Sing	_	_	_	_
выливать	_	V	B2	LM	1	выливает	Sing.3.Pres/Fut	_	_	_	_
выключатель	_	N.Masc.Inan	B2	LM	1	выключатель	Nom.Sing	_	_	_	_
выключатель	_	N.Masc.Inan	B2	LM	2	выключателя	Gen.Sing	_	_	_	_
выключатель	_	N.Masc.Inan	B2	LM	3	выключателем	Ins.Sing	_	_	_	_
вымываться	_	V	B2	LM	1	вымывается	Sing.3.Pres/Fut	_	_	_	_
вынести	_	V	B2	LM	1	вынести	Inf	_	_	_	_
вынести	_	V	B2	LM	2	вынесли	Plur.Past	_	_	_	_
вынести	_	V	B2	LM	3	вынес	Masc.Sing.Past	_	_	_	_
вынимать	_	V	B2	LM	1	вынимая	Pres/Fut	_	_	_	_
вынимать	_	V	B2	LM	2	вынимал	Masc.Sing.Past	_	_	_	_
вынимать	_	V	B2	LM	3	выниматъ	Inf	_	_	_	_
выносить	_	V	B2	LM	1	выносить	Inf	_	_	_	_
выносить	_	V	B2	LM	2	выносит	Sing.3.Pres/Fut	_	_	_	_
выносить	_	V	B2	LM	3	выносил	Masc.Sing.Past	_	_	_	_
выписывать	_	V	B2	Golosa, LM	1	выписывать	Inf	_	_	_	_
выписывать	_	V	B2	Golosa, LM	2	выписывал	Masc.Sing.Past	_	_	_	_
выписывать	_	V	B2	Golosa, LM	3	выписывает	Sing.3.Pres/Fut	_	_	_	_
выпускать	_	V	B2	LM	1	выпускают	Plur.3.Pres/Fut	_	_	_	_
выпускать	_	V	B2	LM	2	выпускает	Sing.3.Pres/Fut	_	_	_	_
выпускать	_	V	B2	LM	3	выпускать	Inf	_	_	_	_
выносливый	_	A	B2	LM	1	выносливы	Plur	_	_	_	_
выносливый	_	A	B2	LM	2	выносливее	Comp	_	_	_	_
выносливый	_	A	B2	LM	3	вынослив	Masc.Sing	_	_	_	_
выращивать	_	V	B2	LM	1	выращивать	Inf	_	_	_	_
выращивать	_	A	B2	LM	2	выращиваемого	Gen.Masc.Sing	_	_	_	_
выращивать	_	V	B2	LM	3	выращиваем	Plur.1.Pres/Fut	_	_	_	_
выпуск	_	N.Masc.Inan	B2	LM	1	выпуска	Gen.Sing	_	_	_	_
выпуск	_	N.Masc.Inan	B2	LM	2	вып	Nom.Sing	_	_	_	_
